synthetic_date,trajectory_id,nearest_real_index,euclidean_distance_to_nearest_real,is_exact_duplicate,is_near_duplicate
SYNTH-T005_L14_WIN-D004,T005_L14_WIN,707,4.094140677206087,0,0
SYNTH-T005_L14_WIN-D005,T005_L14_WIN,703,3.211025717317986,0,0
SYNTH-T005_L14_WIN-D006,T005_L14_WIN,412,4.021418456346226,0,0
SYNTH-T005_L14_WIN-D007,T005_L14_WIN,56,3.4009407293665688,0,0
SYNTH-T005_L14_WIN-D008,T005_L14_WIN,61,3.013279248971456,0,0
SYNTH-T005_L14_WIN-D009,T005_L14_WIN,61,3.2510798380074633,0,0
SYNTH-T005_L14_WIN-D010,T005_L14_WIN,61,4.219463897327942,0,0
SYNTH-T005_L14_WIN-D011,T005_L14_WIN,61,4.743427466797596,0,0
SYNTH-T005_L14_WIN-D012,T005_L14_WIN,61,4.3396825137162,0,0
SYNTH-T005_L14_WIN-D013,T005_L14_WIN,69,3.8849479385035184,0,0
SYNTH-T005_L14_WIN-D014,T005_L14_WIN,75,3.60141404609387,0,0
SYNTH-T006_L14_SUM-D001,T006_L14_SUM,193,4.721004953906033,0,0
SYNTH-T006_L14_SUM-D002,T006_L14_SUM,531,5.220218615022892,0,0
SYNTH-T006_L14_SUM-D003,T006_L14_SUM,549,6.043417910009359,0,0
SYNTH-T006_L14_SUM-D004,T006_L14_SUM,549,5.390282152326982,0,0
SYNTH-T006_L14_SUM-D005,T006_L14_SUM,549,5.457293176841581,0,0
SYNTH-T006_L14_SUM-D006,T006_L14_SUM,549,5.666926150776276,0,0
SYNTH-T006_L14_SUM-D007,T006_L14_SUM,123,5.2617834950426285,0,0
SYNTH-T006_L14_SUM-D008,T006_L14_SUM,124,4.479571173725967,0,0
SYNTH-T006_L14_SUM-D009,T006_L14_SUM,549,4.512110711513929,0,0
SYNTH-T006_L14_SUM-D010,T006_L14_SUM,549,4.773052299769845,0,0
SYNTH-T006_L14_SUM-D011,T006_L14_SUM,121,5.791731582452342,0,0
SYNTH-T006_L14_SUM-D012,T006_L14_SUM,549,5.475904108263514,0,0
SYNTH-T006_L14_SUM-D013,T006_L14_SUM,549,4.4846194169499265,0,0
SYNTH-T006_L14_SUM-D014,T006_L14_SUM,549,6.167930184563017,0,0
SYNTH-T007_L14_MON-D001,T007_L14_MON,185,4.8687997021136,0,0
SYNTH-T007_L14_MON-D002,T007_L14_MON,189,5.541946353355323,0,0
SYNTH-T007_L14_MON-D003,T007_L14_MON,562,5.843504552179546,0,0
SYNTH-T007_L14_MON-D004,T007_L14_MON,180,6.057777871556341,0,0
SYNTH-T007_L14_MON-D005,T007_L14_MON,557,5.53035442774879,0,0
SYNTH-T007_L14_MON-D006,T007_L14_MON,197,4.851778323934322,0,0
SYNTH-T007_L14_MON-D007,T007_L14_MON,189,4.766543416110082,0,0
SYNTH-T007_L14_MON-D008,T007_L14_MON,189,5.590010630249467,0,0
SYNTH-T007_L14_MON-D009,T007_L14_MON,558,4.7143839203383004,0,0
SYNTH-T007_L14_MON-D010,T007_L14_MON,558,5.0603430964187845,0,0
SYNTH-T007_L14_MON-D011,T007_L14_MON,189,5.738555775143612,0,0
SYNTH-T007_L14_MON-D012,T007_L14_MON,189,4.610675991546986,0,0
SYNTH-T007_L14_MON-D013,T007_L14_MON,561,5.008540973096486,0,0
SYNTH-T007_L14_MON-D014,T007_L14_MON,210,4.576840362029352,0,0
SYNTH-T008_L14_POS-D001,T008_L14_POS,697,4.898989602685044,0,0
SYNTH-T008_L14_POS-D002,T008_L14_POS,318,4.5576831715825685,0,0
SYNTH-T008_L14_POS-D003,T008_L14_POS,318,4.165885147988479,0,0
SYNTH-T008_L14_POS-D004,T008_L14_POS,677,4.716316177105129,0,0
SYNTH-T008_L14_POS-D005,T008_L14_POS,320,4.796304379430156,0,0
SYNTH-T008_L14_POS-D006,T008_L14_POS,679,5.329464028750405,0,0
SYNTH-T008_L14_POS-D007,T008_L14_POS,680,5.106658934305518,0,0
SYNTH-T008_L14_POS-D008,T008_L14_POS,680,5.18311059578851,0,0
SYNTH-T008_L14_POS-D009,T008_L14_POS,681,5.850685215800905,0,0
SYNTH-T008_L14_POS-D010,T008_L14_POS,653,5.521868397833231,0,0
SYNTH-T008_L14_POS-D011,T008_L14_POS,657,4.9423433730393835,0,0
SYNTH-T008_L14_POS-D012,T008_L14_POS,653,4.087599005230719,0,0
SYNTH-T008_L14_POS-D013,T008_L14_POS,664,3.2068180055972704,0,0
SYNTH-T008_L14_POS-D014,T008_L14_POS,664,4.066811707907008,0,0
SYNTH-T009_L14_WIN-D001,T009_L14_WIN,703,3.9633492248915836,0,0
SYNTH-T009_L14_WIN-D002,T009_L14_WIN,703,3.839820093443311,0,0
SYNTH-T009_L14_WIN-D003,T009_L14_WIN,344,4.410511919773793,0,0
SYNTH-T009_L14_WIN-D004,T009_L14_WIN,344,4.672865651120476,0,0
SYNTH-T009_L14_WIN-D005,T009_L14_WIN,344,4.699860472066735,0,0
SYNTH-T009_L14_WIN-D006,T009_L14_WIN,17,4.905405589934395,0,0
SYNTH-T009_L14_WIN-D007,T009_L14_WIN,375,5.706411211750144,0,0
SYNTH-T009_L14_WIN-D008,T009_L14_WIN,375,4.993396477079727,0,0
SYNTH-T009_L14_WIN-D009,T009_L14_WIN,398,5.622449912964679,0,0
SYNTH-T009_L14_WIN-D010,T009_L14_WIN,35,6.176027667339648,0,0
SYNTH-T009_L14_WIN-D011,T009_L14_WIN,36,6.869364224394908,0,0
SYNTH-T009_L14_WIN-D012,T009_L14_WIN,36,6.440714870173866,0,0
SYNTH-T009_L14_WIN-D013,T009_L14_WIN,61,4.571353775389824,0,0
SYNTH-T009_L14_WIN-D014,T009_L14_WIN,61,4.304259911968762,0,0
SYNTH-T010_L14_SUM-D001,T010_L14_SUM,121,5.155521566441234,0,0
SYNTH-T010_L14_SUM-D002,T010_L14_SUM,549,5.464363155460055,0,0
SYNTH-T010_L14_SUM-D003,T010_L14_SUM,549,5.7596794501388695,0,0
SYNTH-T010_L14_SUM-D004,T010_L14_SUM,549,5.625414176501853,0,0
SYNTH-T010_L14_SUM-D005,T010_L14_SUM,121,5.214956331914948,0,0
SYNTH-T010_L14_SUM-D006,T010_L14_SUM,549,5.046855710294587,0,0
SYNTH-T010_L14_SUM-D007,T010_L14_SUM,549,5.780714592121846,0,0
SYNTH-T010_L14_SUM-D008,T010_L14_SUM,106,5.943195601047004,0,0
SYNTH-T010_L14_SUM-D009,T010_L14_SUM,123,5.242493631509879,0,0
SYNTH-T010_L14_SUM-D010,T010_L14_SUM,106,5.779681885718139,0,0
SYNTH-T010_L14_SUM-D011,T010_L14_SUM,549,5.005091191116425,0,0
SYNTH-T010_L14_SUM-D012,T010_L14_SUM,549,5.005276639439627,0,0
SYNTH-T010_L14_SUM-D013,T010_L14_SUM,123,4.721039448892806,0,0
SYNTH-T010_L14_SUM-D014,T010_L14_SUM,121,5.943707163750974,0,0
SYNTH-T011_L14_MON-D001,T011_L14_MON,189,4.876165524914759,0,0
SYNTH-T011_L14_MON-D002,T011_L14_MON,189,4.590345905130237,0,0
SYNTH-T011_L14_MON-D003,T011_L14_MON,189,5.137773968764772,0,0
SYNTH-T011_L14_MON-D004,T011_L14_MON,562,5.19677606781551,0,0
SYNTH-T011_L14_MON-D005,T011_L14_MON,562,5.627992633332346,0,0
SYNTH-T011_L14_MON-D006,T011_L14_MON,190,5.770507179450257,0,0
SYNTH-T011_L14_MON-D007,T011_L14_MON,557,5.855891156135761,0,0
SYNTH-T011_L14_MON-D008,T011_L14_MON,563,5.400818055494849,0,0
SYNTH-T011_L14_MON-D009,T011_L14_MON,197,4.395237036264771,0,0
SYNTH-T011_L14_MON-D010,T011_L14_MON,189,4.943354347561908,0,0
SYNTH-T011_L14_MON-D011,T011_L14_MON,218,4.610496082892146,0,0
SYNTH-T011_L14_MON-D012,T011_L14_MON,189,4.452795531888526,0,0
SYNTH-T011_L14_MON-D013,T011_L14_MON,558,4.830824825215172,0,0
SYNTH-T011_L14_MON-D014,T011_L14_MON,561,5.099550154487113,0,0
SYNTH-T012_L14_POS-D001,T012_L14_POS,697,5.344891792431095,0,0
SYNTH-T012_L14_POS-D002,T012_L14_POS,689,5.924412894436092,0,0
SYNTH-T012_L14_POS-D003,T012_L14_POS,688,5.569105607716377,0,0
SYNTH-T012_L14_POS-D004,T012_L14_POS,331,5.991680432900793,0,0
SYNTH-T012_L14_POS-D005,T012_L14_POS,690,5.728918354124268,0,0
SYNTH-T012_L14_POS-D006,T012_L14_POS,690,5.670530640032905,0,0
SYNTH-T012_L14_POS-D007,T012_L14_POS,690,5.514258597312254,0,0
SYNTH-T012_L14_POS-D008,T012_L14_POS,690,6.2198180431344685,0,0
SYNTH-T012_L14_POS-D009,T012_L14_POS,690,6.210858577288158,0,0
SYNTH-T012_L14_POS-D010,T012_L14_POS,690,6.210467040300079,0,0
SYNTH-T012_L14_POS-D011,T012_L14_POS,690,6.538408813918343,0,0
SYNTH-T012_L14_POS-D012,T012_L14_POS,690,5.933593301378697,0,0
SYNTH-T012_L14_POS-D013,T012_L14_POS,320,5.82852871917328,0,0
SYNTH-T012_L14_POS-D014,T012_L14_POS,679,5.639233695581631,0,0
SYNTH-T013_L14_WIN-D001,T013_L14_WIN,703,3.5698414933719587,0,0
SYNTH-T013_L14_WIN-D002,T013_L14_WIN,412,3.630710382226544,0,0
SYNTH-T013_L14_WIN-D003,T013_L14_WIN,56,3.3014950804945533,0,0
SYNTH-T013_L14_WIN-D004,T013_L14_WIN,703,3.9285191609861836,0,0
SYNTH-T013_L14_WIN-D005,T013_L14_WIN,703,3.3880132935584126,0,0
SYNTH-T013_L14_WIN-D006,T013_L14_WIN,55,3.8597149687491767,0,0
SYNTH-T013_L14_WIN-D007,T013_L14_WIN,61,2.853298400340074,0,0
SYNTH-T013_L14_WIN-D008,T013_L14_WIN,648,4.4917912406937255,0,0
SYNTH-T013_L14_WIN-D009,T013_L14_WIN,640,4.497260296775401,0,0
SYNTH-T013_L14_WIN-D010,T013_L14_WIN,640,4.724147843397901,0,0
SYNTH-T013_L14_WIN-D011,T013_L14_WIN,633,4.790871039633341,0,0
SYNTH-T013_L14_WIN-D012,T013_L14_WIN,55,4.285370301740795,0,0
SYNTH-T013_L14_WIN-D013,T013_L14_WIN,76,3.779833909486583,0,0
SYNTH-T013_L14_WIN-D014,T013_L14_WIN,505,3.6330956281599316,0,0
SYNTH-T014_L14_SUM-D001,T014_L14_SUM,549,5.141558385736093,0,0
SYNTH-T014_L14_SUM-D002,T014_L14_SUM,549,5.428492480257218,0,0
SYNTH-T014_L14_SUM-D003,T014_L14_SUM,106,6.218783157546788,0,0
SYNTH-T014_L14_SUM-D004,T014_L14_SUM,549,5.896375610765957,0,0
SYNTH-T014_L14_SUM-D005,T014_L14_SUM,549,5.584468588185258,0,0
SYNTH-T014_L14_SUM-D006,T014_L14_SUM,549,5.3580976257522765,0,0
SYNTH-T014_L14_SUM-D007,T014_L14_SUM,549,4.689092229474536,0,0
SYNTH-T014_L14_SUM-D008,T014_L14_SUM,121,5.60630429374293,0,0
SYNTH-T014_L14_SUM-D009,T014_L14_SUM,125,6.270647702542305,0,0
SYNTH-T014_L14_SUM-D010,T014_L14_SUM,549,6.225407891432488,0,0
SYNTH-T014_L14_SUM-D011,T014_L14_SUM,549,5.069178261125344,0,0
SYNTH-T014_L14_SUM-D012,T014_L14_SUM,549,5.1207010438702945,0,0
SYNTH-T014_L14_SUM-D013,T014_L14_SUM,549,5.628812587902161,0,0
SYNTH-T014_L14_SUM-D014,T014_L14_SUM,549,5.766207352346081,0,0
SYNTH-T015_L14_MON-D001,T015_L14_MON,190,5.26966992291577,0,0
SYNTH-T015_L14_MON-D002,T015_L14_MON,197,4.902106834588127,0,0
SYNTH-T015_L14_MON-D003,T015_L14_MON,197,5.599607518079373,0,0
SYNTH-T015_L14_MON-D004,T015_L14_MON,185,5.325034195505406,0,0
SYNTH-T015_L14_MON-D005,T015_L14_MON,185,4.248850293394956,0,0
SYNTH-T015_L14_MON-D006,T015_L14_MON,189,5.270415735182933,0,0
SYNTH-T015_L14_MON-D007,T015_L14_MON,210,3.9413266262850213,0,0
SYNTH-T015_L14_MON-D008,T015_L14_MON,189,4.928806198951951,0,0
SYNTH-T015_L14_MON-D009,T015_L14_MON,558,5.199358423076137,0,0
SYNTH-T015_L14_MON-D010,T015_L14_MON,558,4.898559428386234,0,0
SYNTH-T015_L14_MON-D011,T015_L14_MON,561,5.066085998556138,0,0
SYNTH-T015_L14_MON-D012,T015_L14_MON,562,5.133275168809657,0,0
SYNTH-T015_L14_MON-D013,T015_L14_MON,562,4.585031348977533,0,0
SYNTH-T015_L14_MON-D014,T015_L14_MON,562,5.258476179563513,0,0
SYNTH-T016_L30_WIN-D001,T016_L30_WIN,1,4.236127995103606,0,0
SYNTH-T016_L30_WIN-D002,T016_L30_WIN,0,4.257638003213991,0,0
SYNTH-T016_L30_WIN-D003,T016_L30_WIN,0,4.239064486177959,0,0
SYNTH-T016_L30_WIN-D004,T016_L30_WIN,18,3.582183256121584,0,0
SYNTH-T016_L30_WIN-D005,T016_L30_WIN,375,4.434847785161984,0,0
SYNTH-T016_L30_WIN-D006,T016_L30_WIN,707,4.297243710631965,0,0
SYNTH-T016_L30_WIN-D007,T016_L30_WIN,703,3.848155628914805,0,0
SYNTH-T016_L30_WIN-D008,T016_L30_WIN,35,3.9358955397122983,0,0
SYNTH-T016_L30_WIN-D009,T016_L30_WIN,61,3.8774873196556925,0,0
SYNTH-T016_L30_WIN-D010,T016_L30_WIN,61,3.1180930803111258,0,0
SYNTH-T016_L30_WIN-D011,T016_L30_WIN,61,3.720030214924244,0,0
SYNTH-T016_L30_WIN-D012,T016_L30_WIN,61,3.9938844360031416,0,0
SYNTH-T016_L30_WIN-D013,T016_L30_WIN,632,4.723065602135628,0,0
SYNTH-T016_L30_WIN-D014,T016_L30_WIN,75,3.8937540117863816,0,0
SYNTH-T016_L30_WIN-D015,T016_L30_WIN,69,3.5736907316354474,0,0
SYNTH-T016_L30_WIN-D016,T016_L30_WIN,68,3.4845767375808077,0,0
SYNTH-T016_L30_WIN-D017,T016_L30_WIN,68,3.746188738562388,0,0
SYNTH-T016_L30_WIN-D018,T016_L30_WIN,69,3.318033375927196,0,0
SYNTH-T016_L30_WIN-D019,T016_L30_WIN,87,3.4893526567990163,0,0
SYNTH-T016_L30_WIN-D020,T016_L30_WIN,632,3.361902595957712,0,0
SYNTH-T016_L30_WIN-D021,T016_L30_WIN,633,3.940874925464677,0,0
SYNTH-T016_L30_WIN-D022,T016_L30_WIN,76,4.0401314105000745,0,0
SYNTH-T016_L30_WIN-D023,T016_L30_WIN,69,3.769492060810996,0,0
SYNTH-T016_L30_WIN-D024,T016_L30_WIN,505,3.7471205742305966,0,0
SYNTH-T016_L30_WIN-D025,T016_L30_WIN,68,3.7854379884505414,0,0
SYNTH-T016_L30_WIN-D026,T016_L30_WIN,505,3.8924031374982335,0,0
SYNTH-T016_L30_WIN-D027,T016_L30_WIN,505,3.961059859317148,0,0
SYNTH-T016_L30_WIN-D028,T016_L30_WIN,575,3.3974788480154334,0,0
SYNTH-T016_L30_WIN-D029,T016_L30_WIN,632,2.596465194901541,0,0
SYNTH-T016_L30_WIN-D030,T016_L30_WIN,632,3.106019931943926,0,0
SYNTH-T017_L30_SUM-D001,T017_L30_SUM,549,5.67499988127833,0,0
SYNTH-T017_L30_SUM-D002,T017_L30_SUM,549,5.308347703486058,0,0
SYNTH-T017_L30_SUM-D003,T017_L30_SUM,123,5.05945312480825,0,0
SYNTH-T017_L30_SUM-D004,T017_L30_SUM,106,5.839628607477921,0,0
SYNTH-T017_L30_SUM-D005,T017_L30_SUM,549,5.105817903666524,0,0
SYNTH-T017_L30_SUM-D006,T017_L30_SUM,121,5.5490343274048435,0,0
SYNTH-T017_L30_SUM-D007,T017_L30_SUM,549,5.085286165404941,0,0
SYNTH-T017_L30_SUM-D008,T017_L30_SUM,125,5.826306030017908,0,0
SYNTH-T017_L30_SUM-D009,T017_L30_SUM,123,6.096926822834288,0,0
SYNTH-T017_L30_SUM-D010,T017_L30_SUM,549,5.224772733613295,0,0
SYNTH-T017_L30_SUM-D011,T017_L30_SUM,121,5.288185972985266,0,0
SYNTH-T017_L30_SUM-D012,T017_L30_SUM,106,5.377037873079279,0,0
SYNTH-T017_L30_SUM-D013,T017_L30_SUM,549,5.356323342265308,0,0
SYNTH-T017_L30_SUM-D014,T017_L30_SUM,549,5.2526367646046666,0,0
SYNTH-T017_L30_SUM-D015,T017_L30_SUM,549,5.25464041651461,0,0
SYNTH-T017_L30_SUM-D016,T017_L30_SUM,549,5.223506374129875,0,0
SYNTH-T017_L30_SUM-D017,T017_L30_SUM,549,5.078372227266464,0,0
SYNTH-T017_L30_SUM-D018,T017_L30_SUM,123,4.891772721446146,0,0
SYNTH-T017_L30_SUM-D019,T017_L30_SUM,86,4.904868911456771,0,0
SYNTH-T017_L30_SUM-D020,T017_L30_SUM,183,4.367676040507713,0,0
SYNTH-T017_L30_SUM-D021,T017_L30_SUM,121,5.493125968118858,0,0
SYNTH-T017_L30_SUM-D022,T017_L30_SUM,121,5.892744139423193,0,0
SYNTH-T017_L30_SUM-D023,T017_L30_SUM,549,5.3010859247617725,0,0
SYNTH-T017_L30_SUM-D024,T017_L30_SUM,549,4.89003010368704,0,0
SYNTH-T017_L30_SUM-D025,T017_L30_SUM,121,5.511986200840324,0,0
SYNTH-T017_L30_SUM-D026,T017_L30_SUM,121,5.644528840794817,0,0
SYNTH-T017_L30_SUM-D027,T017_L30_SUM,106,6.050814793816087,0,0
SYNTH-T017_L30_SUM-D028,T017_L30_SUM,549,5.624366337400118,0,0
SYNTH-T017_L30_SUM-D029,T017_L30_SUM,549,5.226960750867956,0,0
SYNTH-T017_L30_SUM-D030,T017_L30_SUM,121,5.320189666338328,0,0
SYNTH-T018_L30_MON-D001,T018_L30_MON,211,5.059661231069314,0,0
SYNTH-T018_L30_MON-D002,T018_L30_MON,202,4.888761864826532,0,0
SYNTH-T018_L30_MON-D003,T018_L30_MON,562,5.041312383139584,0,0
SYNTH-T018_L30_MON-D004,T018_L30_MON,197,4.698015868291516,0,0
SYNTH-T018_L30_MON-D005,T018_L30_MON,558,4.7248533701418856,0,0
SYNTH-T018_L30_MON-D006,T018_L30_MON,187,4.643893661396992,0,0
SYNTH-T018_L30_MON-D007,T018_L30_MON,189,4.9491113242741624,0,0
SYNTH-T018_L30_MON-D008,T018_L30_MON,210,5.261928930956942,0,0
SYNTH-T018_L30_MON-D009,T018_L30_MON,189,5.364610326947805,0,0
SYNTH-T018_L30_MON-D010,T018_L30_MON,210,4.707096395630868,0,0
SYNTH-T018_L30_MON-D011,T018_L30_MON,558,5.55525347026789,0,0
SYNTH-T018_L30_MON-D012,T018_L30_MON,189,4.684080146580864,0,0
SYNTH-T018_L30_MON-D013,T018_L30_MON,558,4.477521058201148,0,0
SYNTH-T018_L30_MON-D014,T018_L30_MON,189,4.6295109164757955,0,0
SYNTH-T018_L30_MON-D015,T018_L30_MON,218,4.90898966097999,0,0
SYNTH-T018_L30_MON-D016,T018_L30_MON,558,4.648157287671118,0,0
SYNTH-T018_L30_MON-D017,T018_L30_MON,180,6.07039212156641,0,0
SYNTH-T018_L30_MON-D018,T018_L30_MON,558,4.4483592532825025,0,0
SYNTH-T018_L30_MON-D019,T018_L30_MON,561,5.342878391152927,0,0
SYNTH-T018_L30_MON-D020,T018_L30_MON,189,4.918959988814721,0,0
SYNTH-T018_L30_MON-D021,T018_L30_MON,190,5.718606986444467,0,0
SYNTH-T018_L30_MON-D022,T018_L30_MON,197,4.991454816889674,0,0
SYNTH-T018_L30_MON-D023,T018_L30_MON,189,5.924890902480099,0,0
SYNTH-T018_L30_MON-D024,T018_L30_MON,210,4.770870070676414,0,0
SYNTH-T018_L30_MON-D025,T018_L30_MON,210,5.028336034916497,0,0
SYNTH-T018_L30_MON-D026,T018_L30_MON,189,5.303648487258238,0,0
SYNTH-T018_L30_MON-D027,T018_L30_MON,189,5.573285327861958,0,0
SYNTH-T018_L30_MON-D028,T018_L30_MON,197,4.697462336431872,0,0
SYNTH-T018_L30_MON-D029,T018_L30_MON,561,4.7354806026825,0,0
SYNTH-T018_L30_MON-D030,T018_L30_MON,563,5.240935866649676,0,0
SYNTH-T019_L30_POS-D001,T019_L30_POS,690,4.05839823486991,0,0
SYNTH-T019_L30_POS-D002,T019_L30_POS,690,4.47147318018097,0,0
SYNTH-T019_L30_POS-D003,T019_L30_POS,696,4.92998391690419,0,0
SYNTH-T019_L30_POS-D004,T019_L30_POS,690,4.702435063836893,0,0
SYNTH-T019_L30_POS-D005,T019_L30_POS,690,4.417105706919436,0,0
SYNTH-T019_L30_POS-D006,T019_L30_POS,318,5.246146117694421,0,0
SYNTH-T019_L30_POS-D007,T019_L30_POS,320,5.616561476220236,0,0
SYNTH-T019_L30_POS-D008,T019_L30_POS,320,6.265211644738658,0,0
SYNTH-T019_L30_POS-D009,T019_L30_POS,680,4.860493074185235,0,0
SYNTH-T019_L30_POS-D010,T019_L30_POS,681,4.79487324799501,0,0
SYNTH-T019_L30_POS-D011,T019_L30_POS,699,4.8844738631193865,0,0
SYNTH-T019_L30_POS-D012,T019_L30_POS,698,4.661558118744801,0,0
SYNTH-T019_L30_POS-D013,T019_L30_POS,682,5.170069128808092,0,0
SYNTH-T019_L30_POS-D014,T019_L30_POS,674,4.552191630767791,0,0
SYNTH-T019_L30_POS-D015,T019_L30_POS,674,4.1936622261486045,0,0
SYNTH-T019_L30_POS-D016,T019_L30_POS,674,4.362856206485103,0,0
SYNTH-T019_L30_POS-D017,T019_L30_POS,675,4.8132171236547165,0,0
SYNTH-T019_L30_POS-D018,T019_L30_POS,677,4.601690288213663,0,0
SYNTH-T019_L30_POS-D019,T019_L30_POS,318,5.017721566580243,0,0
SYNTH-T019_L30_POS-D020,T019_L30_POS,692,5.163337776168031,0,0
SYNTH-T019_L30_POS-D021,T019_L30_POS,679,5.72817869891046,0,0
SYNTH-T019_L30_POS-D022,T019_L30_POS,679,5.730441302490643,0,0
SYNTH-T019_L30_POS-D023,T019_L30_POS,681,5.975902982786231,0,0
SYNTH-T019_L30_POS-D024,T019_L30_POS,681,5.722104347638861,0,0
SYNTH-T019_L30_POS-D025,T019_L30_POS,681,5.553276316954886,0,0
SYNTH-T019_L30_POS-D026,T019_L30_POS,653,5.024435717103757,0,0
SYNTH-T019_L30_POS-D027,T019_L30_POS,653,4.641546901210676,0,0
SYNTH-T019_L30_POS-D028,T019_L30_POS,653,4.142419267267245,0,0
