feature_name,tier,normalized_w1_distance,ks_statistic,ks_pvalue,standardized_mean_diff,q95_error,real_mean,synth_mean,real_std,synth_std,real_median,synth_median,real_iqr,synth_iqr,real_skew,synth_skew,real_kurt,synth_kurt,real_p95,synth_p95,real_p99,synth_p99
humidity_pct_lag_1d,FAIL,1.2168436577468573,0.505444842927743,4.294322364405147e-103,1.2166841450196728,8.0,63.247606019151846,84.11629310739099,17.15209914887295,11.57092681449607,66.0,88.25492950397444,24.0,19.83980060263808,-0.5697952308863993,-0.7967047342163908,-0.3037329185901556,-0.5482324500689364,87.0,95.0,91.0,95.0
humidity_pct_roll_mean_3d,FAIL,1.2499714953668617,0.5260608077297544,4.0485573214173943e-112,1.2499714953668628,9.0,63.26174190606474,84.09473285616417,16.666772824275494,10.848553312816042,65.66666666666667,89.40194744484262,22.999999999999993,17.88012799695906,-0.6038254714673784,-0.7614816550037036,-0.2973265739637614,-0.8170199633192947,86.0,95.0,89.0,95.0
humidity_pct_roll_max_7d,FAIL,1.1288886875252448,0.5790463514129724,2.0174491434863427e-137,1.1276642742188154,4.0,71.45690834473324,89.09544044136987,15.641651952533174,8.31063698790502,74.0,95.0,23.0,12.44989051118607,-0.7251735646748909,-1.0920780511810166,-0.06114855587087753,-0.2172228320945786,91.0,95.0,95.0,95.0
wind_speed_kmh_lag_1d,FAIL,0.9671065586845422,0.43667812819659607,4.208254344061763e-76,0.6069803615271665,2.210856009201354,15.461149110807114,18.436014255750198,4.901089612616634,7.211407732062793,14.6,20.733784258588344,6.650000000000002,7.264715948108247,0.8980135329368564,-0.8350060181118873,0.7432034838998791,-0.6218151459115262,24.65,26.860856009201353,29.5,28.453478930793874
wind_speed_kmh_roll_mean_3d,FAIL,1.0949925739850446,0.42196053782921084,6.376774695611516e-71,0.7834004124110987,3.603760645395081,15.46041951664386,18.442726172336094,3.806873992462533,6.391566585662765,14.833333333333323,20.535973940455882,5.266666666666664,9.586525848578994,0.6660207381145855,-0.6782525827002026,0.13212311336525584,-0.7575076727548988,22.333333333333332,25.937093978728413,25.699999999999996,27.472212464361238
wind_u_component_1d,FAIL,0.42429393423423695,0.20978050553973937,1.811063823295656e-17,0.38757407413181116,1.6016479560214876,0.24954856361149114,1.7132159232998598,3.7764841803907294,4.196772991379943,1.2,2.034962886987339,6.6049999999999995,4.774452094688217,-0.20350531333922756,-0.5950362361902863,-1.1263533620161712,-0.7605211270448367,5.35,6.951647956021487,7.142000000000003,7.632647923816333
wind_v_component_1d,FAIL,0.25226649888353486,0.11124832082424421,3.2708762133037506e-05,0.03719805995759746,1.878322267232011,-0.8061422708618331,-0.7203515607829059,2.306322162411727,3.050033618461581,-1.24,-1.1905343146209295,3.535,4.2552973726096965,0.37786061643719443,0.5300081443886641,-0.48552448690204875,-0.5039070610146617,3.265,5.143322267232011,4.676000000000008,6.199624786353702
is_stubble_season,EXCELLENT,0.07140902872777011,0.07140902872777011,0.020984791317992257,0.07140902872777019,0.0,0.12859097127222982,0.2,0.3347466704531867,0.4000000000000001,0.0,0.0,0.0,0.0,2.2190453946857747,1.4999999999999998,2.9241624636761454,0.24999999999999867,1.0,1.0,1.0,1.0
fire_hotspot_count_lag_1d,WARNING,0.24840509712394476,0.4030391540651459,1.4727821464200401e-64,0.2484050971239447,101.27150528610281,78.50478796169631,46.34090983695432,129.48155451372818,89.40934267009685,25.0,13.699593038631722,78.0,29.198294182656937,3.2360312954959825,3.4845013817347397,11.881651734339728,14.135488890520712,341.0,239.7284947138972,688.1000000000024,430.0579911311826
fire_hotspot_count_roll_mean_3d,FAIL,0.28044858612987805,0.41478414118632995,1.8054152651921032e-68,0.280448586129878,108.9670612822207,78.50683994528043,46.43203725847547,114.36963590877534,77.05633404665178,23.0,16.21750578186204,101.16666666666667,19.89380307411637,2.4988715497304734,2.605059363871714,6.832478471509905,6.529007101810734,340.33333333333337,231.36627205111267,521.233333333334,353.0237818961449
fire_hotspot_count_roll_mean_7d,FAIL,0.2971387124843141,0.5389728990276186,5.308050119061466e-118,0.29713871248431406,111.50474134331358,78.51949058693245,46.86349957255901,106.53607114907506,73.23215602619032,22.571428571428573,15.38156070685175,104.82142857142858,13.341189783896548,2.053612479969762,2.2933477253704893,3.6928979009886254,4.7277501284078065,330.2142857142857,218.70954437097214,476.67142857142903,323.23817045974357
upwind_stubble_quadrant_1d,FAIL,0.716434927154515,0.506155950752394,2.0864112171718016e-103,0.7090120290243485,9.836978295780877,7.480848153214774,1.665821685251404,8.201590706387965,4.1133343515703755,0.0,0.137336112914769,14.5,0.351063822536786,0.5135519018486534,3.488870695857981,-0.992616746998876,13.811526213027719,20.75,10.913021704219123,26.2,19.043601707101214
rainfall_1d,ACCEPTABLE,0.12139936257479111,0.03399884152278132,0.6712762691729025,0.12139936257479106,5.321540848138815,2.413091655266758,1.493082831772127,7.578366179046754,4.478519129256458,0.0,0.0,0.0,0.0,4.245291276268834,3.6950305496725844,20.63520504085466,14.95291607788112,17.335,12.013459151861186,38.26300000000015,22.891750861613215
rainfall_3d,WARNING,0.20318881175887216,0.15010413970742287,3.888537797314908e-09,0.20318881175887213,11.890503821839165,7.2392749658002735,4.366971238461363,14.1361313276812,10.166741100216264,0.0,0.0,8.465,0.0,2.434429412036168,2.7126523541170062,6.000935533119673,7.553582998266949,39.22,27.329496178160834,60.89,47.14571299584595
rain_event_1d,EXCELLENT,0.013241148124868984,0.013241148124869095,0.9999970467113768,0.013241148124869068,0.0,0.16279069767441862,0.14954954954954955,0.36917460154389636,0.3566293338735281,0.0,0.0,0.0,0.0,1.8268282862112641,1.965348428543632,1.337301587301586,1.8625944455789236,1.0,1.0,1.0,1.0
washout_index_3d,FAIL,0.4740384588632893,0.16212888675268977,1.3746614741115865e-10,0.1323602761052039,2.5677821983604865,0.9739417236662106,1.1585111018879808,1.3944469115119476,2.241916601055697,0.0,0.0,2.24755,0.0,0.9883322491911021,1.5948438386535657,-0.6458533941936881,0.8694604945172193,3.6944,6.262182198360486,4.1254,7.279561199444677
pblh_1d,FAIL,0.9323917163339414,0.27294092998607367,2.1164086790611582e-29,0.6721158690660428,541.2899386567854,1199.0407660738715,1458.6106157707588,386.1980673921296,622.2314010812522,1106.2,1548.0998014684046,721.95,848.5229434090784,0.22933987970472153,-0.3076843378703552,-1.3411479353915545,-1.0356825341477798,1797.45,2338.7399386567854,1887.6100000000004,2435.124139192959
pblh_min_1d,FAIL,0.9408207352436346,0.26951726007813553,1.1278481232241759e-28,0.5999639897570056,280.4309601269106,777.5228454172366,934.0356895823244,260.8703969524535,425.88238047795227,727.2,1006.264870954463,438.5999999999999,551.539913215901,0.37559321111162214,-0.3898917906690863,-0.9658132971869486,-1.0010997634934387,1239.75,1520.1809601269106,1341.3400000000001,1582.8306904754231
pblh_roll_mean_3d,FAIL,0.7967708716680081,0.2687075584476405,1.6912124701572615e-28,0.6741103422030188,502.4594843943655,1199.0850889192886,1455.8415914025472,380.88201056843064,584.329032873349,1097.6,1511.935374231171,733.2,904.8363565040811,0.23763537124476297,-0.10550290815996989,-1.4194388734036858,-1.1849759201796253,1788.15,2290.6094843943656,1853.5300000000004,2361.358274037298
ventilation_index_1d,FAIL,1.334606378888818,0.38536128467729014,6.5890743121760495e-59,1.1135333177352347,6124.866615774503,5372.027359781122,8641.96396883533,2936.5413292749836,5348.726037957288,4592.9,8910.825968626421,4310.650000000001,7548.421648454864,0.9909561405147785,-0.05718730725128036,0.5300162083388114,-0.9981783355471516,10868.7,16993.566615774504,13914.95000000001,18672.207612736715
aod_550_1d,WARNING,0.16782331861125832,0.428498539579251,3.3685652264937496e-73,0.15776945229095485,0.030180036427162937,0.5246648426812585,0.3668953903903036,0.28900108844023426,0.3305271994465758,0.432,0.21282736027640364,0.4235,0.35995183017086974,0.7886117772072269,1.4682374298064687,-0.38878137860585094,1.356933195563479,1.109,1.078819963572837,1.2131,1.4497356957034975
festival_window,EXCELLENT,0.018918918918918948,0.018918918918918948,0.9963998029264767,0.01891891891891892,0.0,0.0,0.01891891891891892,0.0,0.1362387368770655,0.0,0.0,0.0,0.0,,7.062324447637574,,47.87642660369934,0.0,0.0,0.0,1.0
pm25,FAIL,0.5253270112977386,0.48405121948213603,3.3962593594892435e-94,0.4825537263568896,0.38368126167057426,139.99165526675787,90.52794524140785,102.504047370608,115.41111144071185,108.0,25.782007102240367,161.41,124.87268019686618,0.8210905821735034,1.5253826452120711,-0.548465066915266,1.4525155906094405,344.41499999999996,344.0313187383294,378.33200000000005,452.93639760055646
