trajectory_id,step_idx,synthetic_date,nearest_real_distance,is_outlier_flag
T005_L14_WIN,5,SYNTH-T005_L14_WIN-D006,4.021418456346226,0
T005_L14_WIN,6,SYNTH-T005_L14_WIN-D007,3.4009407293665688,0
T005_L14_WIN,7,SYNTH-T005_L14_WIN-D008,3.013279248971456,0
T005_L14_WIN,8,SYNTH-T005_L14_WIN-D009,3.2510798380074633,0
T005_L14_WIN,9,SYNTH-T005_L14_WIN-D010,4.219463897327942,0
T005_L14_WIN,10,SYNTH-T005_L14_WIN-D011,4.743427466797596,0
T005_L14_WIN,11,SYNTH-T005_L14_WIN-D012,4.3396825137162,0
T005_L14_WIN,12,SYNTH-T005_L14_WIN-D013,3.8849479385035184,0
T005_L14_WIN,13,SYNTH-T005_L14_WIN-D014,3.60141404609387,0
T006_L14_SUM,0,SYNTH-T006_L14_SUM-D001,4.721004953906033,0
T006_L14_SUM,1,SYNTH-T006_L14_SUM-D002,5.220218615022892,1
T006_L14_SUM,2,SYNTH-T006_L14_SUM-D003,6.043417910009359,1
T006_L14_SUM,3,SYNTH-T006_L14_SUM-D004,5.390282152326982,1
T006_L14_SUM,4,SYNTH-T006_L14_SUM-D005,5.457293176841581,1
T006_L14_SUM,5,SYNTH-T006_L14_SUM-D006,5.666926150776276,1
T006_L14_SUM,6,SYNTH-T006_L14_SUM-D007,5.2617834950426285,1
T006_L14_SUM,7,SYNTH-T006_L14_SUM-D008,4.479571173725967,0
T006_L14_SUM,8,SYNTH-T006_L14_SUM-D009,4.512110711513929,0
T006_L14_SUM,9,SYNTH-T006_L14_SUM-D010,4.773052299769845,0
T006_L14_SUM,10,SYNTH-T006_L14_SUM-D011,5.791731582452342,1
T006_L14_SUM,11,SYNTH-T006_L14_SUM-D012,5.475904108263514,1
T006_L14_SUM,12,SYNTH-T006_L14_SUM-D013,4.4846194169499265,0
T006_L14_SUM,13,SYNTH-T006_L14_SUM-D014,6.167930184563017,1
T007_L14_MON,0,SYNTH-T007_L14_MON-D001,4.8687997021136,0
T007_L14_MON,1,SYNTH-T007_L14_MON-D002,5.541946353355323,1
T007_L14_MON,2,SYNTH-T007_L14_MON-D003,5.843504552179546,1
T007_L14_MON,3,SYNTH-T007_L14_MON-D004,6.057777871556341,1
T007_L14_MON,4,SYNTH-T007_L14_MON-D005,5.53035442774879,1
T007_L14_MON,5,SYNTH-T007_L14_MON-D006,4.851778323934322,0
T007_L14_MON,6,SYNTH-T007_L14_MON-D007,4.766543416110082,0
T007_L14_MON,7,SYNTH-T007_L14_MON-D008,5.590010630249467,1
T007_L14_MON,8,SYNTH-T007_L14_MON-D009,4.7143839203383004,0
T007_L14_MON,9,SYNTH-T007_L14_MON-D010,5.0603430964187845,1
T007_L14_MON,10,SYNTH-T007_L14_MON-D011,5.738555775143612,1
T007_L14_MON,11,SYNTH-T007_L14_MON-D012,4.610675991546986,0
T007_L14_MON,12,SYNTH-T007_L14_MON-D013,5.008540973096486,1
T007_L14_MON,13,SYNTH-T007_L14_MON-D014,4.576840362029352,0
T008_L14_POS,0,SYNTH-T008_L14_POS-D001,4.898989602685044,1
T008_L14_POS,1,SYNTH-T008_L14_POS-D002,4.5576831715825685,0
T008_L14_POS,2,SYNTH-T008_L14_POS-D003,4.165885147988479,0
T008_L14_POS,3,SYNTH-T008_L14_POS-D004,4.716316177105129,0
T008_L14_POS,4,SYNTH-T008_L14_POS-D005,4.796304379430156,0
T008_L14_POS,5,SYNTH-T008_L14_POS-D006,5.329464028750405,1
T008_L14_POS,6,SYNTH-T008_L14_POS-D007,5.106658934305518,1
T008_L14_POS,7,SYNTH-T008_L14_POS-D008,5.18311059578851,1
T008_L14_POS,8,SYNTH-T008_L14_POS-D009,5.850685215800905,1
T008_L14_POS,9,SYNTH-T008_L14_POS-D010,5.521868397833231,1
T008_L14_POS,10,SYNTH-T008_L14_POS-D011,4.9423433730393835,1
T008_L14_POS,11,SYNTH-T008_L14_POS-D012,4.087599005230719,0
T008_L14_POS,12,SYNTH-T008_L14_POS-D013,3.2068180055972704,0
T008_L14_POS,13,SYNTH-T008_L14_POS-D014,4.066811707907008,0
T009_L14_WIN,0,SYNTH-T009_L14_WIN-D001,3.9633492248915836,0
T009_L14_WIN,1,SYNTH-T009_L14_WIN-D002,3.839820093443311,0
T009_L14_WIN,2,SYNTH-T009_L14_WIN-D003,4.410511919773793,0
T009_L14_WIN,3,SYNTH-T009_L14_WIN-D004,4.672865651120476,0
T009_L14_WIN,4,SYNTH-T009_L14_WIN-D005,4.699860472066735,0
T009_L14_WIN,5,SYNTH-T009_L14_WIN-D006,4.905405589934395,1
T009_L14_WIN,6,SYNTH-T009_L14_WIN-D007,5.706411211750144,1
T009_L14_WIN,7,SYNTH-T009_L14_WIN-D008,4.993396477079727,1
T009_L14_WIN,8,SYNTH-T009_L14_WIN-D009,5.622449912964679,1
T009_L14_WIN,9,SYNTH-T009_L14_WIN-D010,6.176027667339648,1
T009_L14_WIN,10,SYNTH-T009_L14_WIN-D011,6.869364224394908,1
T009_L14_WIN,11,SYNTH-T009_L14_WIN-D012,6.440714870173866,1
T009_L14_WIN,12,SYNTH-T009_L14_WIN-D013,4.571353775389824,0
T009_L14_WIN,13,SYNTH-T009_L14_WIN-D014,4.304259911968762,0
T010_L14_SUM,0,SYNTH-T010_L14_SUM-D001,5.155521566441234,1
T010_L14_SUM,1,SYNTH-T010_L14_SUM-D002,5.464363155460055,1
T010_L14_SUM,2,SYNTH-T010_L14_SUM-D003,5.7596794501388695,1
T010_L14_SUM,3,SYNTH-T010_L14_SUM-D004,5.625414176501853,1
T010_L14_SUM,4,SYNTH-T010_L14_SUM-D005,5.214956331914948,1
T010_L14_SUM,5,SYNTH-T010_L14_SUM-D006,5.046855710294587,1
T010_L14_SUM,6,SYNTH-T010_L14_SUM-D007,5.780714592121846,1
T010_L14_SUM,7,SYNTH-T010_L14_SUM-D008,5.943195601047004,1
T010_L14_SUM,8,SYNTH-T010_L14_SUM-D009,5.242493631509879,1
T010_L14_SUM,9,SYNTH-T010_L14_SUM-D010,5.779681885718139,1
T010_L14_SUM,10,SYNTH-T010_L14_SUM-D011,5.005091191116425,1
T010_L14_SUM,11,SYNTH-T010_L14_SUM-D012,5.005276639439627,1
T010_L14_SUM,12,SYNTH-T010_L14_SUM-D013,4.721039448892806,0
T010_L14_SUM,13,SYNTH-T010_L14_SUM-D014,5.943707163750974,1
T011_L14_MON,0,SYNTH-T011_L14_MON-D001,4.876165524914759,0
T011_L14_MON,1,SYNTH-T011_L14_MON-D002,4.590345905130237,0
T011_L14_MON,2,SYNTH-T011_L14_MON-D003,5.137773968764772,1
T011_L14_MON,3,SYNTH-T011_L14_MON-D004,5.19677606781551,1
T011_L14_MON,4,SYNTH-T011_L14_MON-D005,5.627992633332346,1
T011_L14_MON,5,SYNTH-T011_L14_MON-D006,5.770507179450257,1
T011_L14_MON,6,SYNTH-T011_L14_MON-D007,5.855891156135761,1
T011_L14_MON,7,SYNTH-T011_L14_MON-D008,5.400818055494849,1
T011_L14_MON,8,SYNTH-T011_L14_MON-D009,4.395237036264771,0
T011_L14_MON,9,SYNTH-T011_L14_MON-D010,4.943354347561908,1
T011_L14_MON,10,SYNTH-T011_L14_MON-D011,4.610496082892146,0
T011_L14_MON,11,SYNTH-T011_L14_MON-D012,4.452795531888526,0
T011_L14_MON,12,SYNTH-T011_L14_MON-D013,4.830824825215172,0
T011_L14_MON,13,SYNTH-T011_L14_MON-D014,5.099550154487113,1
T012_L14_POS,0,SYNTH-T012_L14_POS-D001,5.344891792431095,1
T012_L14_POS,1,SYNTH-T012_L14_POS-D002,5.924412894436092,1
T012_L14_POS,2,SYNTH-T012_L14_POS-D003,5.569105607716377,1
T012_L14_POS,3,SYNTH-T012_L14_POS-D004,5.991680432900793,1
T012_L14_POS,4,SYNTH-T012_L14_POS-D005,5.728918354124268,1
T012_L14_POS,5,SYNTH-T012_L14_POS-D006,5.670530640032905,1
T012_L14_POS,6,SYNTH-T012_L14_POS-D007,5.514258597312254,1
T012_L14_POS,7,SYNTH-T012_L14_POS-D008,6.2198180431344685,1
T012_L14_POS,8,SYNTH-T012_L14_POS-D009,6.210858577288158,1
T012_L14_POS,9,SYNTH-T012_L14_POS-D010,6.210467040300079,1
T012_L14_POS,10,SYNTH-T012_L14_POS-D011,6.538408813918343,1
T012_L14_POS,11,SYNTH-T012_L14_POS-D012,5.933593301378697,1
T012_L14_POS,12,SYNTH-T012_L14_POS-D013,5.82852871917328,1
T012_L14_POS,13,SYNTH-T012_L14_POS-D014,5.639233695581631,1
T013_L14_WIN,0,SYNTH-T013_L14_WIN-D001,3.5698414933719587,0
T013_L14_WIN,1,SYNTH-T013_L14_WIN-D002,3.630710382226544,0
T013_L14_WIN,2,SYNTH-T013_L14_WIN-D003,3.3014950804945533,0
T013_L14_WIN,3,SYNTH-T013_L14_WIN-D004,3.9285191609861836,0
T013_L14_WIN,4,SYNTH-T013_L14_WIN-D005,3.3880132935584126,0
T013_L14_WIN,5,SYNTH-T013_L14_WIN-D006,3.8597149687491767,0
T013_L14_WIN,6,SYNTH-T013_L14_WIN-D007,2.853298400340074,0
T013_L14_WIN,7,SYNTH-T013_L14_WIN-D008,4.4917912406937255,0
T013_L14_WIN,8,SYNTH-T013_L14_WIN-D009,4.497260296775401,0
T013_L14_WIN,9,SYNTH-T013_L14_WIN-D010,4.724147843397901,0
T013_L14_WIN,10,SYNTH-T013_L14_WIN-D011,4.790871039633341,0
T013_L14_WIN,11,SYNTH-T013_L14_WIN-D012,4.285370301740795,0
T013_L14_WIN,12,SYNTH-T013_L14_WIN-D013,3.779833909486583,0
T013_L14_WIN,13,SYNTH-T013_L14_WIN-D014,3.6330956281599316,0
T014_L14_SUM,0,SYNTH-T014_L14_SUM-D001,5.141558385736093,1
T014_L14_SUM,1,SYNTH-T014_L14_SUM-D002,5.428492480257218,1
T014_L14_SUM,2,SYNTH-T014_L14_SUM-D003,6.218783157546788,1
T014_L14_SUM,3,SYNTH-T014_L14_SUM-D004,5.896375610765957,1
T014_L14_SUM,4,SYNTH-T014_L14_SUM-D005,5.584468588185258,1
T014_L14_SUM,5,SYNTH-T014_L14_SUM-D006,5.3580976257522765,1
T014_L14_SUM,6,SYNTH-T014_L14_SUM-D007,4.689092229474536,0
T014_L14_SUM,7,SYNTH-T014_L14_SUM-D008,5.60630429374293,1
T014_L14_SUM,8,SYNTH-T014_L14_SUM-D009,6.270647702542305,1
T014_L14_SUM,9,SYNTH-T014_L14_SUM-D010,6.225407891432488,1
T014_L14_SUM,10,SYNTH-T014_L14_SUM-D011,5.069178261125344,1
T014_L14_SUM,11,SYNTH-T014_L14_SUM-D012,5.1207010438702945,1
T014_L14_SUM,12,SYNTH-T014_L14_SUM-D013,5.628812587902161,1
T014_L14_SUM,13,SYNTH-T014_L14_SUM-D014,5.766207352346081,1
T015_L14_MON,0,SYNTH-T015_L14_MON-D001,5.26966992291577,1
T015_L14_MON,1,SYNTH-T015_L14_MON-D002,4.902106834588127,1
T015_L14_MON,2,SYNTH-T015_L14_MON-D003,5.599607518079373,1
T015_L14_MON,3,SYNTH-T015_L14_MON-D004,5.325034195505406,1
T015_L14_MON,4,SYNTH-T015_L14_MON-D005,4.248850293394956,0
T015_L14_MON,5,SYNTH-T015_L14_MON-D006,5.270415735182933,1
T015_L14_MON,6,SYNTH-T015_L14_MON-D007,3.9413266262850213,0
T015_L14_MON,7,SYNTH-T015_L14_MON-D008,4.928806198951951,1
T015_L14_MON,8,SYNTH-T015_L14_MON-D009,5.199358423076137,1
T015_L14_MON,9,SYNTH-T015_L14_MON-D010,4.898559428386234,1
T015_L14_MON,10,SYNTH-T015_L14_MON-D011,5.066085998556138,1
T015_L14_MON,11,SYNTH-T015_L14_MON-D012,5.133275168809657,1
T015_L14_MON,12,SYNTH-T015_L14_MON-D013,4.585031348977533,0
T015_L14_MON,13,SYNTH-T015_L14_MON-D014,5.258476179563513,1
T016_L30_WIN,0,SYNTH-T016_L30_WIN-D001,4.236127995103606,0
T016_L30_WIN,1,SYNTH-T016_L30_WIN-D002,4.257638003213991,0
T016_L30_WIN,2,SYNTH-T016_L30_WIN-D003,4.239064486177959,0
T016_L30_WIN,3,SYNTH-T016_L30_WIN-D004,3.582183256121584,0
T016_L30_WIN,4,SYNTH-T016_L30_WIN-D005,4.434847785161984,0
T016_L30_WIN,5,SYNTH-T016_L30_WIN-D006,4.297243710631965,0
T016_L30_WIN,6,SYNTH-T016_L30_WIN-D007,3.848155628914805,0
T016_L30_WIN,7,SYNTH-T016_L30_WIN-D008,3.9358955397122983,0
T016_L30_WIN,8,SYNTH-T016_L30_WIN-D009,3.8774873196556925,0
T016_L30_WIN,9,SYNTH-T016_L30_WIN-D010,3.1180930803111258,0
T016_L30_WIN,10,SYNTH-T016_L30_WIN-D011,3.720030214924244,0
T016_L30_WIN,11,SYNTH-T016_L30_WIN-D012,3.9938844360031416,0
T016_L30_WIN,12,SYNTH-T016_L30_WIN-D013,4.723065602135628,0
T016_L30_WIN,13,SYNTH-T016_L30_WIN-D014,3.8937540117863816,0
T016_L30_WIN,14,SYNTH-T016_L30_WIN-D015,3.5736907316354474,0
T016_L30_WIN,15,SYNTH-T016_L30_WIN-D016,3.4845767375808077,0
T016_L30_WIN,16,SYNTH-T016_L30_WIN-D017,3.746188738562388,0
T016_L30_WIN,17,SYNTH-T016_L30_WIN-D018,3.318033375927196,0
T016_L30_WIN,18,SYNTH-T016_L30_WIN-D019,3.4893526567990163,0
T016_L30_WIN,19,SYNTH-T016_L30_WIN-D020,3.361902595957712,0
T016_L30_WIN,20,SYNTH-T016_L30_WIN-D021,3.940874925464677,0
T016_L30_WIN,21,SYNTH-T016_L30_WIN-D022,4.0401314105000745,0
T016_L30_WIN,22,SYNTH-T016_L30_WIN-D023,3.769492060810996,0
T016_L30_WIN,23,SYNTH-T016_L30_WIN-D024,3.7471205742305966,0
T016_L30_WIN,24,SYNTH-T016_L30_WIN-D025,3.7854379884505414,0
T016_L30_WIN,25,SYNTH-T016_L30_WIN-D026,3.8924031374982335,0
T016_L30_WIN,26,SYNTH-T016_L30_WIN-D027,3.961059859317148,0
T016_L30_WIN,27,SYNTH-T016_L30_WIN-D028,3.3974788480154334,0
T016_L30_WIN,28,SYNTH-T016_L30_WIN-D029,2.596465194901541,0
T016_L30_WIN,29,SYNTH-T016_L30_WIN-D030,3.106019931943926,0
T017_L30_SUM,0,SYNTH-T017_L30_SUM-D001,5.67499988127833,1
T017_L30_SUM,1,SYNTH-T017_L30_SUM-D002,5.308347703486058,1
T017_L30_SUM,2,SYNTH-T017_L30_SUM-D003,5.05945312480825,1
T017_L30_SUM,3,SYNTH-T017_L30_SUM-D004,5.839628607477921,1
T017_L30_SUM,4,SYNTH-T017_L30_SUM-D005,5.105817903666524,1
T017_L30_SUM,5,SYNTH-T017_L30_SUM-D006,5.5490343274048435,1
T017_L30_SUM,6,SYNTH-T017_L30_SUM-D007,5.085286165404941,1
T017_L30_SUM,7,SYNTH-T017_L30_SUM-D008,5.826306030017908,1
T017_L30_SUM,8,SYNTH-T017_L30_SUM-D009,6.096926822834288,1
T017_L30_SUM,9,SYNTH-T017_L30_SUM-D010,5.224772733613295,1
T017_L30_SUM,10,SYNTH-T017_L30_SUM-D011,5.288185972985266,1
T017_L30_SUM,11,SYNTH-T017_L30_SUM-D012,5.377037873079279,1
T017_L30_SUM,12,SYNTH-T017_L30_SUM-D013,5.356323342265308,1
T017_L30_SUM,13,SYNTH-T017_L30_SUM-D014,5.2526367646046666,1
T017_L30_SUM,14,SYNTH-T017_L30_SUM-D015,5.25464041651461,1
T017_L30_SUM,15,SYNTH-T017_L30_SUM-D016,5.223506374129875,1
T017_L30_SUM,16,SYNTH-T017_L30_SUM-D017,5.078372227266464,1
T017_L30_SUM,17,SYNTH-T017_L30_SUM-D018,4.891772721446146,1
T017_L30_SUM,18,SYNTH-T017_L30_SUM-D019,4.904868911456771,1
T017_L30_SUM,19,SYNTH-T017_L30_SUM-D020,4.367676040507713,0
T017_L30_SUM,20,SYNTH-T017_L30_SUM-D021,5.493125968118858,1
T017_L30_SUM,21,SYNTH-T017_L30_SUM-D022,5.892744139423193,1
T017_L30_SUM,22,SYNTH-T017_L30_SUM-D023,5.3010859247617725,1
T017_L30_SUM,23,SYNTH-T017_L30_SUM-D024,4.89003010368704,1
T017_L30_SUM,24,SYNTH-T017_L30_SUM-D025,5.511986200840324,1
T017_L30_SUM,25,SYNTH-T017_L30_SUM-D026,5.644528840794817,1
T017_L30_SUM,26,SYNTH-T017_L30_SUM-D027,6.050814793816087,1
T017_L30_SUM,27,SYNTH-T017_L30_SUM-D028,5.624366337400118,1
T017_L30_SUM,28,SYNTH-T017_L30_SUM-D029,5.226960750867956,1
T017_L30_SUM,29,SYNTH-T017_L30_SUM-D030,5.320189666338328,1
T018_L30_MON,0,SYNTH-T018_L30_MON-D001,5.059661231069314,1
T018_L30_MON,1,SYNTH-T018_L30_MON-D002,4.888761864826532,1
T018_L30_MON,2,SYNTH-T018_L30_MON-D003,5.041312383139584,1
T018_L30_MON,3,SYNTH-T018_L30_MON-D004,4.698015868291516,0
T018_L30_MON,4,SYNTH-T018_L30_MON-D005,4.7248533701418856,0
T018_L30_MON,5,SYNTH-T018_L30_MON-D006,4.643893661396992,0
T018_L30_MON,6,SYNTH-T018_L30_MON-D007,4.9491113242741624,1
T018_L30_MON,7,SYNTH-T018_L30_MON-D008,5.261928930956942,1
T018_L30_MON,8,SYNTH-T018_L30_MON-D009,5.364610326947805,1
T018_L30_MON,9,SYNTH-T018_L30_MON-D010,4.707096395630868,0
T018_L30_MON,10,SYNTH-T018_L30_MON-D011,5.55525347026789,1
T018_L30_MON,11,SYNTH-T018_L30_MON-D012,4.684080146580864,0
T018_L30_MON,12,SYNTH-T018_L30_MON-D013,4.477521058201148,0
T018_L30_MON,13,SYNTH-T018_L30_MON-D014,4.6295109164757955,0
T018_L30_MON,14,SYNTH-T018_L30_MON-D015,4.90898966097999,1
T018_L30_MON,15,SYNTH-T018_L30_MON-D016,4.648157287671118,0
T018_L30_MON,16,SYNTH-T018_L30_MON-D017,6.07039212156641,1
T018_L30_MON,17,SYNTH-T018_L30_MON-D018,4.4483592532825025,0
T018_L30_MON,18,SYNTH-T018_L30_MON-D019,5.342878391152927,1
T018_L30_MON,19,SYNTH-T018_L30_MON-D020,4.918959988814721,1
T018_L30_MON,20,SYNTH-T018_L30_MON-D021,5.718606986444467,1
T018_L30_MON,21,SYNTH-T018_L30_MON-D022,4.991454816889674,1
T018_L30_MON,22,SYNTH-T018_L30_MON-D023,5.924890902480099,1
T018_L30_MON,23,SYNTH-T018_L30_MON-D024,4.770870070676414,0
T018_L30_MON,24,SYNTH-T018_L30_MON-D025,5.028336034916497,1
T018_L30_MON,25,SYNTH-T018_L30_MON-D026,5.303648487258238,1
T018_L30_MON,26,SYNTH-T018_L30_MON-D027,5.573285327861958,1
T018_L30_MON,27,SYNTH-T018_L30_MON-D028,4.697462336431872,0
T018_L30_MON,28,SYNTH-T018_L30_MON-D029,4.7354806026825,0
T018_L30_MON,29,SYNTH-T018_L30_MON-D030,5.240935866649676,1
T019_L30_POS,0,SYNTH-T019_L30_POS-D001,4.05839823486991,0
T019_L30_POS,1,SYNTH-T019_L30_POS-D002,4.47147318018097,0
T019_L30_POS,2,SYNTH-T019_L30_POS-D003,4.92998391690419,1
T019_L30_POS,3,SYNTH-T019_L30_POS-D004,4.702435063836893,0
T019_L30_POS,4,SYNTH-T019_L30_POS-D005,4.417105706919436,0
T019_L30_POS,5,SYNTH-T019_L30_POS-D006,5.246146117694421,1
T019_L30_POS,6,SYNTH-T019_L30_POS-D007,5.616561476220236,1
T019_L30_POS,7,SYNTH-T019_L30_POS-D008,6.265211644738658,1
T019_L30_POS,8,SYNTH-T019_L30_POS-D009,4.860493074185235,0
T019_L30_POS,9,SYNTH-T019_L30_POS-D010,4.79487324799501,0
T019_L30_POS,10,SYNTH-T019_L30_POS-D011,4.8844738631193865,1
T019_L30_POS,11,SYNTH-T019_L30_POS-D012,4.661558118744801,0
T019_L30_POS,12,SYNTH-T019_L30_POS-D013,5.170069128808092,1
T019_L30_POS,13,SYNTH-T019_L30_POS-D014,4.552191630767791,0
T019_L30_POS,14,SYNTH-T019_L30_POS-D015,4.1936622261486045,0
T019_L30_POS,15,SYNTH-T019_L30_POS-D016,4.362856206485103,0
T019_L30_POS,16,SYNTH-T019_L30_POS-D017,4.8132171236547165,0
T019_L30_POS,17,SYNTH-T019_L30_POS-D018,4.601690288213663,0
T019_L30_POS,18,SYNTH-T019_L30_POS-D019,5.017721566580243,1
T019_L30_POS,19,SYNTH-T019_L30_POS-D020,5.163337776168031,1
T019_L30_POS,20,SYNTH-T019_L30_POS-D021,5.72817869891046,1
T019_L30_POS,21,SYNTH-T019_L30_POS-D022,5.730441302490643,1
T019_L30_POS,22,SYNTH-T019_L30_POS-D023,5.975902982786231,1
T019_L30_POS,23,SYNTH-T019_L30_POS-D024,5.722104347638861,1
T019_L30_POS,24,SYNTH-T019_L30_POS-D025,5.553276316954886,1
T019_L30_POS,25,SYNTH-T019_L30_POS-D026,5.024435717103757,1
T019_L30_POS,26,SYNTH-T019_L30_POS-D027,4.641546901210676,0
T019_L30_POS,27,SYNTH-T019_L30_POS-D028,4.142419267267245,0
T019_L30_POS,28,SYNTH-T019_L30_POS-D029,3.526568833090835,0
T019_L30_POS,29,SYNTH-T019_L30_POS-D030,3.875968907936788,0
T020_L30_WIN,0,SYNTH-T020_L30_WIN-D001,3.441934983665092,0
T020_L30_WIN,1,SYNTH-T020_L30_WIN-D002,3.630681598580079,0
T020_L30_WIN,2,SYNTH-T020_L30_WIN-D003,3.5314853285921024,0
T020_L30_WIN,3,SYNTH-T020_L30_WIN-D004,2.6677875724378954,0
T020_L30_WIN,4,SYNTH-T020_L30_WIN-D005,3.3773904061918327,0
T020_L30_WIN,5,SYNTH-T020_L30_WIN-D006,3.9202285857928434,0
T020_L30_WIN,6,SYNTH-T020_L30_WIN-D007,3.9349433770910967,0
T020_L30_WIN,7,SYNTH-T020_L30_WIN-D008,3.921813321658899,0
T020_L30_WIN,8,SYNTH-T020_L30_WIN-D009,3.051354642802756,0
T020_L30_WIN,9,SYNTH-T020_L30_WIN-D010,3.9004039972461695,0
T020_L30_WIN,10,SYNTH-T020_L30_WIN-D011,3.3782722581830344,0
T020_L30_WIN,11,SYNTH-T020_L30_WIN-D012,3.1694629914720203,0
T020_L30_WIN,12,SYNTH-T020_L30_WIN-D013,3.8795866570557145,0
T020_L30_WIN,13,SYNTH-T020_L30_WIN-D014,3.339636178763213,0
T020_L30_WIN,14,SYNTH-T020_L30_WIN-D015,3.004941302238879,0
