trajectory_id,window_slice_idx,data_origin,source_partition,window_size
REAL_HISTORICAL_2020_2021,92,real,2020-2021,14
REAL_HISTORICAL_2020_2021,93,real,2020-2021,14
REAL_HISTORICAL_2020_2021,94,real,2020-2021,14
REAL_HISTORICAL_2020_2021,95,real,2020-2021,14
REAL_HISTORICAL_2020_2021,96,real,2020-2021,14
REAL_HISTORICAL_2020_2021,97,real,2020-2021,14
REAL_HISTORICAL_2020_2021,98,real,2020-2021,14
REAL_HISTORICAL_2020_2021,99,real,2020-2021,14
REAL_HISTORICAL_2020_2021,100,real,2020-2021,14
REAL_HISTORICAL_2020_2021,101,real,2020-2021,14
REAL_HISTORICAL_2020_2021,102,real,2020-2021,14
REAL_HISTORICAL_2020_2021,103,real,2020-2021,14
REAL_HISTORICAL_2020_2021,104,real,2020-2021,14
REAL_HISTORICAL_2020_2021,105,real,2020-2021,14
REAL_HISTORICAL_2020_2021,106,real,2020-2021,14
REAL_HISTORICAL_2020_2021,107,real,2020-2021,14
REAL_HISTORICAL_2020_2021,108,real,2020-2021,14
REAL_HISTORICAL_2020_2021,109,real,2020-2021,14
REAL_HISTORICAL_2020_2021,110,real,2020-2021,14
REAL_HISTORICAL_2020_2021,111,real,2020-2021,14
REAL_HISTORICAL_2020_2021,112,real,2020-2021,14
REAL_HISTORICAL_2020_2021,113,real,2020-2021,14
REAL_HISTORICAL_2020_2021,114,real,2020-2021,14
REAL_HISTORICAL_2020_2021,115,real,2020-2021,14
REAL_HISTORICAL_2020_2021,116,real,2020-2021,14
REAL_HISTORICAL_2020_2021,117,real,2020-2021,14
REAL_HISTORICAL_2020_2021,118,real,2020-2021,14
REAL_HISTORICAL_2020_2021,119,real,2020-2021,14
REAL_HISTORICAL_2020_2021,120,real,2020-2021,14
REAL_HISTORICAL_2020_2021,121,real,2020-2021,14
REAL_HISTORICAL_2020_2021,122,real,2020-2021,14
REAL_HISTORICAL_2020_2021,123,real,2020-2021,14
REAL_HISTORICAL_2020_2021,124,real,2020-2021,14
REAL_HISTORICAL_2020_2021,125,real,2020-2021,14
REAL_HISTORICAL_2020_2021,126,real,2020-2021,14
REAL_HISTORICAL_2020_2021,127,real,2020-2021,14
REAL_HISTORICAL_2020_2021,128,real,2020-2021,14
REAL_HISTORICAL_2020_2021,129,real,2020-2021,14
REAL_HISTORICAL_2020_2021,130,real,2020-2021,14
REAL_HISTORICAL_2020_2021,131,real,2020-2021,14
REAL_HISTORICAL_2020_2021,132,real,2020-2021,14
REAL_HISTORICAL_2020_2021,133,real,2020-2021,14
REAL_HISTORICAL_2020_2021,134,real,2020-2021,14
REAL_HISTORICAL_2020_2021,135,real,2020-2021,14
REAL_HISTORICAL_2020_2021,136,real,2020-2021,14
REAL_HISTORICAL_2020_2021,137,real,2020-2021,14
REAL_HISTORICAL_2020_2021,138,real,2020-2021,14
REAL_HISTORICAL_2020_2021,139,real,2020-2021,14
REAL_HISTORICAL_2020_2021,140,real,2020-2021,14
REAL_HISTORICAL_2020_2021,141,real,2020-2021,14
REAL_HISTORICAL_2020_2021,142,real,2020-2021,14
REAL_HISTORICAL_2020_2021,143,real,2020-2021,14
REAL_HISTORICAL_2020_2021,144,real,2020-2021,14
REAL_HISTORICAL_2020_2021,145,real,2020-2021,14
REAL_HISTORICAL_2020_2021,146,real,2020-2021,14
REAL_HISTORICAL_2020_2021,147,real,2020-2021,14
REAL_HISTORICAL_2020_2021,148,real,2020-2021,14
REAL_HISTORICAL_2020_2021,149,real,2020-2021,14
REAL_HISTORICAL_2020_2021,150,real,2020-2021,14
REAL_HISTORICAL_2020_2021,151,real,2020-2021,14
REAL_HISTORICAL_2020_2021,152,real,2020-2021,14
REAL_HISTORICAL_2020_2021,153,real,2020-2021,14
REAL_HISTORICAL_2020_2021,154,real,2020-2021,14
REAL_HISTORICAL_2020_2021,155,real,2020-2021,14
REAL_HISTORICAL_2020_2021,156,real,2020-2021,14
REAL_HISTORICAL_2020_2021,157,real,2020-2021,14
REAL_HISTORICAL_2020_2021,158,real,2020-2021,14
REAL_HISTORICAL_2020_2021,159,real,2020-2021,14
REAL_HISTORICAL_2020_2021,160,real,2020-2021,14
REAL_HISTORICAL_2020_2021,161,real,2020-2021,14
REAL_HISTORICAL_2020_2021,162,real,2020-2021,14
REAL_HISTORICAL_2020_2021,163,real,2020-2021,14
REAL_HISTORICAL_2020_2021,164,real,2020-2021,14
REAL_HISTORICAL_2020_2021,165,real,2020-2021,14
REAL_HISTORICAL_2020_2021,166,real,2020-2021,14
REAL_HISTORICAL_2020_2021,167,real,2020-2021,14
REAL_HISTORICAL_2020_2021,168,real,2020-2021,14
REAL_HISTORICAL_2020_2021,169,real,2020-2021,14
REAL_HISTORICAL_2020_2021,170,real,2020-2021,14
REAL_HISTORICAL_2020_2021,171,real,2020-2021,14
REAL_HISTORICAL_2020_2021,172,real,2020-2021,14
REAL_HISTORICAL_2020_2021,173,real,2020-2021,14
REAL_HISTORICAL_2020_2021,174,real,2020-2021,14
REAL_HISTORICAL_2020_2021,175,real,2020-2021,14
REAL_HISTORICAL_2020_2021,176,real,2020-2021,14
REAL_HISTORICAL_2020_2021,177,real,2020-2021,14
REAL_HISTORICAL_2020_2021,178,real,2020-2021,14
REAL_HISTORICAL_2020_2021,179,real,2020-2021,14
REAL_HISTORICAL_2020_2021,180,real,2020-2021,14
REAL_HISTORICAL_2020_2021,181,real,2020-2021,14
REAL_HISTORICAL_2020_2021,182,real,2020-2021,14
REAL_HISTORICAL_2020_2021,183,real,2020-2021,14
REAL_HISTORICAL_2020_2021,184,real,2020-2021,14
REAL_HISTORICAL_2020_2021,185,real,2020-2021,14
REAL_HISTORICAL_2020_2021,186,real,2020-2021,14
REAL_HISTORICAL_2020_2021,187,real,2020-2021,14
REAL_HISTORICAL_2020_2021,188,real,2020-2021,14
REAL_HISTORICAL_2020_2021,189,real,2020-2021,14
REAL_HISTORICAL_2020_2021,190,real,2020-2021,14
REAL_HISTORICAL_2020_2021,191,real,2020-2021,14
REAL_HISTORICAL_2020_2021,192,real,2020-2021,14
REAL_HISTORICAL_2020_2021,193,real,2020-2021,14
REAL_HISTORICAL_2020_2021,194,real,2020-2021,14
REAL_HISTORICAL_2020_2021,195,real,2020-2021,14
REAL_HISTORICAL_2020_2021,196,real,2020-2021,14
REAL_HISTORICAL_2020_2021,197,real,2020-2021,14
REAL_HISTORICAL_2020_2021,198,real,2020-2021,14
REAL_HISTORICAL_2020_2021,199,real,2020-2021,14
REAL_HISTORICAL_2020_2021,200,real,2020-2021,14
REAL_HISTORICAL_2020_2021,201,real,2020-2021,14
REAL_HISTORICAL_2020_2021,202,real,2020-2021,14
REAL_HISTORICAL_2020_2021,203,real,2020-2021,14
REAL_HISTORICAL_2020_2021,204,real,2020-2021,14
REAL_HISTORICAL_2020_2021,205,real,2020-2021,14
REAL_HISTORICAL_2020_2021,206,real,2020-2021,14
REAL_HISTORICAL_2020_2021,207,real,2020-2021,14
REAL_HISTORICAL_2020_2021,208,real,2020-2021,14
REAL_HISTORICAL_2020_2021,209,real,2020-2021,14
REAL_HISTORICAL_2020_2021,210,real,2020-2021,14
REAL_HISTORICAL_2020_2021,211,real,2020-2021,14
REAL_HISTORICAL_2020_2021,212,real,2020-2021,14
REAL_HISTORICAL_2020_2021,213,real,2020-2021,14
REAL_HISTORICAL_2020_2021,214,real,2020-2021,14
REAL_HISTORICAL_2020_2021,215,real,2020-2021,14
REAL_HISTORICAL_2020_2021,216,real,2020-2021,14
REAL_HISTORICAL_2020_2021,217,real,2020-2021,14
REAL_HISTORICAL_2020_2021,218,real,2020-2021,14
REAL_HISTORICAL_2020_2021,219,real,2020-2021,14
REAL_HISTORICAL_2020_2021,220,real,2020-2021,14
REAL_HISTORICAL_2020_2021,221,real,2020-2021,14
REAL_HISTORICAL_2020_2021,222,real,2020-2021,14
REAL_HISTORICAL_2020_2021,223,real,2020-2021,14
REAL_HISTORICAL_2020_2021,224,real,2020-2021,14
REAL_HISTORICAL_2020_2021,225,real,2020-2021,14
REAL_HISTORICAL_2020_2021,226,real,2020-2021,14
REAL_HISTORICAL_2020_2021,227,real,2020-2021,14
REAL_HISTORICAL_2020_2021,228,real,2020-2021,14
REAL_HISTORICAL_2020_2021,229,real,2020-2021,14
REAL_HISTORICAL_2020_2021,230,real,2020-2021,14
REAL_HISTORICAL_2020_2021,231,real,2020-2021,14
REAL_HISTORICAL_2020_2021,232,real,2020-2021,14
REAL_HISTORICAL_2020_2021,233,real,2020-2021,14
REAL_HISTORICAL_2020_2021,234,real,2020-2021,14
REAL_HISTORICAL_2020_2021,235,real,2020-2021,14
REAL_HISTORICAL_2020_2021,236,real,2020-2021,14
REAL_HISTORICAL_2020_2021,237,real,2020-2021,14
REAL_HISTORICAL_2020_2021,238,real,2020-2021,14
REAL_HISTORICAL_2020_2021,239,real,2020-2021,14
REAL_HISTORICAL_2020_2021,240,real,2020-2021,14
REAL_HISTORICAL_2020_2021,241,real,2020-2021,14
REAL_HISTORICAL_2020_2021,242,real,2020-2021,14
REAL_HISTORICAL_2020_2021,243,real,2020-2021,14
REAL_HISTORICAL_2020_2021,244,real,2020-2021,14
REAL_HISTORICAL_2020_2021,245,real,2020-2021,14
REAL_HISTORICAL_2020_2021,246,real,2020-2021,14
REAL_HISTORICAL_2020_2021,247,real,2020-2021,14
REAL_HISTORICAL_2020_2021,248,real,2020-2021,14
REAL_HISTORICAL_2020_2021,249,real,2020-2021,14
REAL_HISTORICAL_2020_2021,250,real,2020-2021,14
REAL_HISTORICAL_2020_2021,251,real,2020-2021,14
REAL_HISTORICAL_2020_2021,252,real,2020-2021,14
REAL_HISTORICAL_2020_2021,253,real,2020-2021,14
REAL_HISTORICAL_2020_2021,254,real,2020-2021,14
REAL_HISTORICAL_2020_2021,255,real,2020-2021,14
REAL_HISTORICAL_2020_2021,256,real,2020-2021,14
REAL_HISTORICAL_2020_2021,257,real,2020-2021,14
REAL_HISTORICAL_2020_2021,258,real,2020-2021,14
REAL_HISTORICAL_2020_2021,259,real,2020-2021,14
REAL_HISTORICAL_2020_2021,260,real,2020-2021,14
REAL_HISTORICAL_2020_2021,261,real,2020-2021,14
REAL_HISTORICAL_2020_2021,262,real,2020-2021,14
REAL_HISTORICAL_2020_2021,263,real,2020-2021,14
REAL_HISTORICAL_2020_2021,264,real,2020-2021,14
REAL_HISTORICAL_2020_2021,265,real,2020-2021,14
REAL_HISTORICAL_2020_2021,266,real,2020-2021,14
REAL_HISTORICAL_2020_2021,267,real,2020-2021,14
REAL_HISTORICAL_2020_2021,268,real,2020-2021,14
REAL_HISTORICAL_2020_2021,269,real,2020-2021,14
REAL_HISTORICAL_2020_2021,270,real,2020-2021,14
REAL_HISTORICAL_2020_2021,271,real,2020-2021,14
REAL_HISTORICAL_2020_2021,272,real,2020-2021,14
REAL_HISTORICAL_2020_2021,273,real,2020-2021,14
REAL_HISTORICAL_2020_2021,274,real,2020-2021,14
REAL_HISTORICAL_2020_2021,275,real,2020-2021,14
REAL_HISTORICAL_2020_2021,276,real,2020-2021,14
REAL_HISTORICAL_2020_2021,277,real,2020-2021,14
REAL_HISTORICAL_2020_2021,278,real,2020-2021,14
REAL_HISTORICAL_2020_2021,279,real,2020-2021,14
REAL_HISTORICAL_2020_2021,280,real,2020-2021,14
REAL_HISTORICAL_2020_2021,281,real,2020-2021,14
REAL_HISTORICAL_2020_2021,282,real,2020-2021,14
REAL_HISTORICAL_2020_2021,283,real,2020-2021,14
REAL_HISTORICAL_2020_2021,284,real,2020-2021,14
REAL_HISTORICAL_2020_2021,285,real,2020-2021,14
REAL_HISTORICAL_2020_2021,286,real,2020-2021,14
REAL_HISTORICAL_2020_2021,287,real,2020-2021,14
REAL_HISTORICAL_2020_2021,288,real,2020-2021,14
REAL_HISTORICAL_2020_2021,289,real,2020-2021,14
REAL_HISTORICAL_2020_2021,290,real,2020-2021,14
REAL_HISTORICAL_2020_2021,291,real,2020-2021,14
REAL_HISTORICAL_2020_2021,292,real,2020-2021,14
REAL_HISTORICAL_2020_2021,293,real,2020-2021,14
REAL_HISTORICAL_2020_2021,294,real,2020-2021,14
REAL_HISTORICAL_2020_2021,295,real,2020-2021,14
REAL_HISTORICAL_2020_2021,296,real,2020-2021,14
REAL_HISTORICAL_2020_2021,297,real,2020-2021,14
REAL_HISTORICAL_2020_2021,298,real,2020-2021,14
REAL_HISTORICAL_2020_2021,299,real,2020-2021,14
REAL_HISTORICAL_2020_2021,300,real,2020-2021,14
REAL_HISTORICAL_2020_2021,301,real,2020-2021,14
REAL_HISTORICAL_2020_2021,302,real,2020-2021,14
REAL_HISTORICAL_2020_2021,303,real,2020-2021,14
REAL_HISTORICAL_2020_2021,304,real,2020-2021,14
REAL_HISTORICAL_2020_2021,305,real,2020-2021,14
REAL_HISTORICAL_2020_2021,306,real,2020-2021,14
REAL_HISTORICAL_2020_2021,307,real,2020-2021,14
REAL_HISTORICAL_2020_2021,308,real,2020-2021,14
REAL_HISTORICAL_2020_2021,309,real,2020-2021,14
REAL_HISTORICAL_2020_2021,310,real,2020-2021,14
REAL_HISTORICAL_2020_2021,311,real,2020-2021,14
REAL_HISTORICAL_2020_2021,312,real,2020-2021,14
REAL_HISTORICAL_2020_2021,313,real,2020-2021,14
REAL_HISTORICAL_2020_2021,314,real,2020-2021,14
REAL_HISTORICAL_2020_2021,315,real,2020-2021,14
REAL_HISTORICAL_2020_2021,316,real,2020-2021,14
REAL_HISTORICAL_2020_2021,317,real,2020-2021,14
REAL_HISTORICAL_2020_2021,318,real,2020-2021,14
REAL_HISTORICAL_2020_2021,319,real,2020-2021,14
REAL_HISTORICAL_2020_2021,320,real,2020-2021,14
REAL_HISTORICAL_2020_2021,321,real,2020-2021,14
REAL_HISTORICAL_2020_2021,322,real,2020-2021,14
REAL_HISTORICAL_2020_2021,323,real,2020-2021,14
REAL_HISTORICAL_2020_2021,324,real,2020-2021,14
REAL_HISTORICAL_2020_2021,325,real,2020-2021,14
REAL_HISTORICAL_2020_2021,326,real,2020-2021,14
REAL_HISTORICAL_2020_2021,327,real,2020-2021,14
REAL_HISTORICAL_2020_2021,328,real,2020-2021,14
REAL_HISTORICAL_2020_2021,329,real,2020-2021,14
REAL_HISTORICAL_2020_2021,330,real,2020-2021,14
REAL_HISTORICAL_2020_2021,331,real,2020-2021,14
REAL_HISTORICAL_2020_2021,332,real,2020-2021,14
REAL_HISTORICAL_2020_2021,333,real,2020-2021,14
REAL_HISTORICAL_2020_2021,334,real,2020-2021,14
REAL_HISTORICAL_2020_2021,335,real,2020-2021,14
REAL_HISTORICAL_2020_2021,336,real,2020-2021,14
REAL_HISTORICAL_2020_2021,337,real,2020-2021,14
REAL_HISTORICAL_2020_2021,338,real,2020-2021,14
REAL_HISTORICAL_2020_2021,339,real,2020-2021,14
REAL_HISTORICAL_2020_2021,340,real,2020-2021,14
REAL_HISTORICAL_2020_2021,341,real,2020-2021,14
REAL_HISTORICAL_2020_2021,342,real,2020-2021,14
REAL_HISTORICAL_2020_2021,343,real,2020-2021,14
REAL_HISTORICAL_2020_2021,344,real,2020-2021,14
REAL_HISTORICAL_2020_2021,345,real,2020-2021,14
REAL_HISTORICAL_2020_2021,346,real,2020-2021,14
REAL_HISTORICAL_2020_2021,347,real,2020-2021,14
REAL_HISTORICAL_2020_2021,348,real,2020-2021,14
REAL_HISTORICAL_2020_2021,349,real,2020-2021,14
REAL_HISTORICAL_2020_2021,350,real,2020-2021,14
REAL_HISTORICAL_2020_2021,351,real,2020-2021,14
REAL_HISTORICAL_2020_2021,352,real,2020-2021,14
REAL_HISTORICAL_2020_2021,353,real,2020-2021,14
REAL_HISTORICAL_2020_2021,354,real,2020-2021,14
REAL_HISTORICAL_2020_2021,355,real,2020-2021,14
REAL_HISTORICAL_2020_2021,356,real,2020-2021,14
REAL_HISTORICAL_2020_2021,357,real,2020-2021,14
REAL_HISTORICAL_2020_2021,358,real,2020-2021,14
REAL_HISTORICAL_2020_2021,359,real,2020-2021,14
REAL_HISTORICAL_2020_2021,360,real,2020-2021,14
REAL_HISTORICAL_2020_2021,361,real,2020-2021,14
REAL_HISTORICAL_2020_2021,362,real,2020-2021,14
REAL_HISTORICAL_2020_2021,363,real,2020-2021,14
REAL_HISTORICAL_2020_2021,364,real,2020-2021,14
REAL_HISTORICAL_2020_2021,365,real,2020-2021,14
REAL_HISTORICAL_2020_2021,366,real,2020-2021,14
REAL_HISTORICAL_2020_2021,367,real,2020-2021,14
REAL_HISTORICAL_2020_2021,368,real,2020-2021,14
REAL_HISTORICAL_2020_2021,369,real,2020-2021,14
REAL_HISTORICAL_2020_2021,370,real,2020-2021,14
REAL_HISTORICAL_2020_2021,371,real,2020-2021,14
REAL_HISTORICAL_2020_2021,372,real,2020-2021,14
REAL_HISTORICAL_2020_2021,373,real,2020-2021,14
REAL_HISTORICAL_2020_2021,374,real,2020-2021,14
REAL_HISTORICAL_2020_2021,375,real,2020-2021,14
REAL_HISTORICAL_2020_2021,376,real,2020-2021,14
REAL_HISTORICAL_2020_2021,377,real,2020-2021,14
REAL_HISTORICAL_2020_2021,378,real,2020-2021,14
REAL_HISTORICAL_2020_2021,379,real,2020-2021,14
REAL_HISTORICAL_2020_2021,380,real,2020-2021,14
REAL_HISTORICAL_2020_2021,381,real,2020-2021,14
REAL_HISTORICAL_2020_2021,382,real,2020-2021,14
REAL_HISTORICAL_2020_2021,383,real,2020-2021,14
REAL_HISTORICAL_2020_2021,384,real,2020-2021,14
REAL_HISTORICAL_2020_2021,385,real,2020-2021,14
REAL_HISTORICAL_2020_2021,386,real,2020-2021,14
REAL_HISTORICAL_2020_2021,387,real,2020-2021,14
REAL_HISTORICAL_2020_2021,388,real,2020-2021,14
REAL_HISTORICAL_2020_2021,389,real,2020-2021,14
REAL_HISTORICAL_2020_2021,390,real,2020-2021,14
REAL_HISTORICAL_2020_2021,391,real,2020-2021,14
REAL_HISTORICAL_2020_2021,392,real,2020-2021,14
REAL_HISTORICAL_2020_2021,393,real,2020-2021,14
REAL_HISTORICAL_2020_2021,394,real,2020-2021,14
REAL_HISTORICAL_2020_2021,395,real,2020-2021,14
REAL_HISTORICAL_2020_2021,396,real,2020-2021,14
REAL_HISTORICAL_2020_2021,397,real,2020-2021,14
REAL_HISTORICAL_2020_2021,398,real,2020-2021,14
REAL_HISTORICAL_2020_2021,399,real,2020-2021,14
REAL_HISTORICAL_2020_2021,400,real,2020-2021,14
REAL_HISTORICAL_2020_2021,401,real,2020-2021,14
REAL_HISTORICAL_2020_2021,402,real,2020-2021,14
REAL_HISTORICAL_2020_2021,403,real,2020-2021,14
REAL_HISTORICAL_2020_2021,404,real,2020-2021,14
REAL_HISTORICAL_2020_2021,405,real,2020-2021,14
REAL_HISTORICAL_2020_2021,406,real,2020-2021,14
REAL_HISTORICAL_2020_2021,407,real,2020-2021,14
REAL_HISTORICAL_2020_2021,408,real,2020-2021,14
REAL_HISTORICAL_2020_2021,409,real,2020-2021,14
REAL_HISTORICAL_2020_2021,410,real,2020-2021,14
REAL_HISTORICAL_2020_2021,411,real,2020-2021,14
REAL_HISTORICAL_2020_2021,412,real,2020-2021,14
REAL_HISTORICAL_2020_2021,413,real,2020-2021,14
REAL_HISTORICAL_2020_2021,414,real,2020-2021,14
REAL_HISTORICAL_2020_2021,415,real,2020-2021,14
REAL_HISTORICAL_2020_2021,416,real,2020-2021,14
REAL_HISTORICAL_2020_2021,417,real,2020-2021,14
REAL_HISTORICAL_2020_2021,418,real,2020-2021,14
REAL_HISTORICAL_2020_2021,419,real,2020-2021,14
REAL_HISTORICAL_2020_2021,420,real,2020-2021,14
REAL_HISTORICAL_2020_2021,421,real,2020-2021,14
REAL_HISTORICAL_2020_2021,422,real,2020-2021,14
REAL_HISTORICAL_2020_2021,423,real,2020-2021,14
REAL_HISTORICAL_2020_2021,424,real,2020-2021,14
REAL_HISTORICAL_2020_2021,425,real,2020-2021,14
REAL_HISTORICAL_2020_2021,426,real,2020-2021,14
REAL_HISTORICAL_2020_2021,427,real,2020-2021,14
REAL_HISTORICAL_2020_2021,428,real,2020-2021,14
REAL_HISTORICAL_2020_2021,429,real,2020-2021,14
REAL_HISTORICAL_2020_2021,430,real,2020-2021,14
REAL_HISTORICAL_2020_2021,431,real,2020-2021,14
REAL_HISTORICAL_2020_2021,432,real,2020-2021,14
REAL_HISTORICAL_2020_2021,433,real,2020-2021,14
REAL_HISTORICAL_2020_2021,434,real,2020-2021,14
REAL_HISTORICAL_2020_2021,435,real,2020-2021,14
REAL_HISTORICAL_2020_2021,436,real,2020-2021,14
REAL_HISTORICAL_2020_2021,437,real,2020-2021,14
REAL_HISTORICAL_2020_2021,438,real,2020-2021,14
REAL_HISTORICAL_2020_2021,439,real,2020-2021,14
REAL_HISTORICAL_2020_2021,440,real,2020-2021,14
REAL_HISTORICAL_2020_2021,441,real,2020-2021,14
REAL_HISTORICAL_2020_2021,442,real,2020-2021,14
REAL_HISTORICAL_2020_2021,443,real,2020-2021,14
REAL_HISTORICAL_2020_2021,444,real,2020-2021,14
REAL_HISTORICAL_2020_2021,445,real,2020-2021,14
REAL_HISTORICAL_2020_2021,446,real,2020-2021,14
REAL_HISTORICAL_2020_2021,447,real,2020-2021,14
REAL_HISTORICAL_2020_2021,448,real,2020-2021,14
REAL_HISTORICAL_2020_2021,449,real,2020-2021,14
REAL_HISTORICAL_2020_2021,450,real,2020-2021,14
REAL_HISTORICAL_2020_2021,451,real,2020-2021,14
REAL_HISTORICAL_2020_2021,452,real,2020-2021,14
REAL_HISTORICAL_2020_2021,453,real,2020-2021,14
REAL_HISTORICAL_2020_2021,454,real,2020-2021,14
REAL_HISTORICAL_2020_2021,455,real,2020-2021,14
REAL_HISTORICAL_2020_2021,456,real,2020-2021,14
REAL_HISTORICAL_2020_2021,457,real,2020-2021,14
REAL_HISTORICAL_2020_2021,458,real,2020-2021,14
REAL_HISTORICAL_2020_2021,459,real,2020-2021,14
REAL_HISTORICAL_2020_2021,460,real,2020-2021,14
REAL_HISTORICAL_2020_2021,461,real,2020-2021,14
REAL_HISTORICAL_2020_2021,462,real,2020-2021,14
REAL_HISTORICAL_2020_2021,463,real,2020-2021,14
