date,actual_pm25,predicted_pm25,evidence_score,confidence_level,biomass_burning_shap,wind_ventilation_shap,meteorology_shap,pm25_persistence_shap
2020-03-31,68.6,51.39100292136812,0,Low,-0.6752060183822839,-1.4803295833947114,3.17781718582188,-92.79381100353922
2020-04-01,71.45,57.41259650778674,0,Low,-0.865478870018197,-1.8146087695437807,3.026284558079732,-86.09613275159352
2020-04-02,69.98,63.17028752237,1,Moderate,1.0719146936626858,-1.592169603847966,2.7466235308994733,-82.21861343920665
2020-04-03,56.01,65.11955056640913,1,Moderate,0.8205707719504057,-1.4934014668522249,2.388850105752095,-79.75900118530365
2020-04-04,70.63,57.143113627030765,1,Moderate,1.160407036977107,-1.4541723314061783,2.909167816014162,-88.63482123541687
2020-04-05,46.42,60.65523286866063,0,Low,0.8600552869655841,-1.6239811381926932,2.119765681069389,-83.86313930204416
2020-04-06,53.96,54.40447622020007,1,Moderate,1.0208109484158077,-1.410269929058842,2.700764282701442,-91.06936142272082
2020-04-07,65.17,54.44840085092287,1,Moderate,1.032773629793221,-1.5530846857894738,2.685987808838062,-90.8798082427814
2020-04-08,65.27,54.57133426368591,1,Moderate,1.0533774424128557,-1.5686341009278302,2.541884640086652,-90.61782605874816
2020-04-09,64.83,58.29153024685159,0,Low,1.1315120498672335,-1.5872856797805222,4.670468228370931,-89.08569669246849
2020-04-10,57.32,61.75261533769672,0,Low,1.230400164952747,-1.5392077055109858,4.520175846934261,-85.6212853095418
2020-04-11,49.09,55.062639790587966,1,Moderate,1.282800280594296,-1.592140222008168,2.571848907208038,-90.36240151606866
2020-04-12,46.04,54.75488986001246,1,Moderate,1.3038415455560874,-1.4636448615878246,2.540067237170687,-90.7879064019889
2020-04-13,61.36,55.11960915149715,1,Moderate,1.347616478303601,-0.9970656827657084,2.6873522345349508,-91.08082621943814
2020-04-14,36.49,54.26174921095831,1,Moderate,1.343786300402622,-1.045576728255886,2.2974782794969184,-91.49647098154776
2020-04-15,70.33,53.92095994619025,1,Moderate,1.5421338722691489,-1.4214917460119407,2.265349549553972,-91.62756407048336
2020-04-16,55.38,58.554214370672646,1,Moderate,1.422289293020578,-1.8865499215711885,1.3198380714993452,-85.46389541313859
2020-04-17,41.66,53.14744949923836,1,Moderate,1.9179745330674545,-1.5684657440790593,1.69850529843417,-92.06309692904668
2020-04-18,52.83,52.57363422530559,1,Moderate,2.509560428644976,-1.535216856988586,1.2912400183239727,-92.85448170553724
2020-04-19,49.31,52.56148035368532,1,Moderate,2.652982558247192,-1.6339502411113849,1.3161478683003942,-92.93623217261336
2020-04-20,61.87,52.55290744422656,1,Moderate,3.4680471150705023,-1.6826015725407746,1.4030326424394626,-93.7981030816051
2020-04-21,54.84,52.93049396574481,1,Moderate,3.4707005055237623,-1.3467531757364584,1.6705913536394543,-94.0265770585444
2020-04-22,57.81,53.68040728857324,1,Moderate,3.407079421709165,-1.203551375707567,2.141298250188358,-93.82695134847916
2020-04-23,46.83,53.57399837389235,1,Moderate,3.3950348885821624,-1.2280569116865936,2.111288056594639,-93.86680000046027
2020-04-24,51.03,52.6235597062356,1,Moderate,3.387658874522673,-1.1350384898745056,1.438448005544323,-94.23004102481931
2020-04-25,45.35,52.20774207240402,0,Low,3.513517268083041,-0.9893322923992622,1.190297426601396,-94.6692726707436
2020-04-26,40.93,52.01896920622303,1,Moderate,3.4921201085818137,-0.952573401899162,1.0519981097746296,-94.73510795109672
2020-04-27,37.21,51.89303827473516,1,Moderate,3.527442518394244,-1.6260783070196096,0.9743358777991578,-94.14519415530108
2020-04-28,42.99,52.04185255441516,1,Moderate,3.507250247958328,-2.0455629445502725,1.2324938400285972,-93.81486092988396
2020-04-29,50.16,52.90643909618754,1,Moderate,3.66365402050776,-1.9457167932014483,1.4767571022857533,-93.450787574267
2020-04-30,44.03,52.36270382299315,1,Moderate,3.596282598747766,-1.5771563770609405,1.1219981282078868,-93.940952867764
2020-05-01,66.22,52.95193204733664,1,Moderate,3.537546293449627,-1.6073629760270094,1.4385395435460333,-93.57932315449445
2020-05-02,47.13,53.90434419061612,1,Moderate,3.534029190612424,-1.7589171249142053,1.2188591731468443,-92.2521593890914
2020-05-03,65.08,53.151751572494206,1,Moderate,3.61449165892969,-1.870491593804982,1.509724365262594,-93.26450519875554
2020-05-04,52.32,52.99701774518823,1,Moderate,3.587727115342141,-1.948822475342592,1.56428052835125,-93.36869976402504
2020-05-05,67.17,53.19059860884649,1,Moderate,3.668033286413257,-1.8916513565678397,1.5099466641954509,-93.25826232605684
2020-05-06,44.06,54.67304044651089,1,Moderate,3.485887609077054,-1.7172981398209886,1.0537744516273682,-91.311855815235
2020-05-07,51.09,52.64044276633156,1,Moderate,3.663475202538277,-1.881579672093559,1.096555824868064,-93.40054092984371
2020-05-08,39.24,52.578474653361646,1,Moderate,3.5506684991096766,-1.874750815426054,1.1244872329533535,-93.3844626041378
2020-05-09,64.28,52.09197591560096,0,Low,3.532051842803865,-1.5964998347046604,0.8953991523590635,-93.90150758571976
2020-05-10,49.45,52.74007539387619,1,Moderate,3.6181679703592,-1.5944894025363885,0.9647704044403068,-93.41090591924936
2020-05-11,56.38,52.61733610059072,1,Moderate,3.573313087072624,-1.584472052173529,1.1048858101769503,-93.63892308534776
2020-05-12,58.73,52.4469904650598,1,Moderate,3.604297248267399,-1.670350562323872,1.0265888786720962,-93.67607744041824
2020-05-13,37.22,52.21100787872849,1,Moderate,3.6381904511716767,-1.4967452452655938,0.8469791595579234,-93.939948827598
2020-05-14,65.07,52.541860977628055,1,Moderate,3.6943663475924415,-1.5873119502640094,1.0120481360333144,-93.73977389659616
2020-05-15,54.36,52.43468791080353,1,Moderate,3.674460029566745,-1.335670626450661,0.8490883841193687,-93.91572221729436
2020-05-16,68.08,52.62969393734533,1,Moderate,3.6316489423980296,-1.3215528715843283,0.7700450451493123,-93.61297951948016
2020-05-17,45.34,55.72423197404368,1,Moderate,3.482577553102103,-1.4001392386019296,0.658310489786167,-90.1790491711051
2020-05-18,36.94,52.36537002960517,1,Moderate,3.5659383373696705,-1.2780255539852408,0.7404363197250261,-93.82551141436676
2020-05-19,67.37,52.62636118505699,1,Moderate,3.6597846754604855,-1.4169183056575083,0.7291508331604896,-93.50818835876896
2020-05-20,64.44,55.37300374141215,0,Low,3.6305222101986927,-1.2147446580286003,0.6264488593710229,-90.8317550109914
2020-05-21,58.55,52.46176920146117,1,Moderate,3.582258654350336,-1.349436268315428,0.706500813368968,-93.64008633880516
2020-05-22,44.09,52.36888833971673,1,Moderate,3.5704536001281797,-1.4325478299718044,0.5713448104990835,-93.5028945818012
2020-05-23,64.29,55.80651446027646,1,Moderate,3.495415122520466,-1.4623194276075764,3.35994843743824,-92.74906201293707
2020-05-24,69.85,52.38442396642286,1,Moderate,3.5939258358807176,-1.284233880021438,1.01287797423025,-94.10067830452914
2020-05-25,54.9,57.19723946174253,0,Low,3.37404219889672,-1.334126176776398,0.7476616410453804,-88.75287054228563
2020-05-26,45.77,52.17878751319436,1,Moderate,3.5700487028917194,-1.857483047101527,0.9151538455601756,-93.61146432901845
2020-05-27,44.96,51.82436781951301,1,Moderate,3.578410808573798,-1.885560978667581,0.8552403494938272,-93.88625470074946
2020-05-28,58.95,52.00861243918362,1,Moderate,3.707624977596724,-1.7730867258715106,0.7080846947949643,-93.79654284819904
2020-05-29,39.61,51.88610647201232,1,Moderate,3.627261263125432,-1.9180362456409497,0.865306877161822,-93.85095776349648
2020-05-30,52.41,51.860143449136245,1,Moderate,3.614701165699303,-1.881424568364013,0.7789856087605505,-93.81465109782204
2020-05-31,54.42,52.22886202438131,1,Moderate,3.677617253947667,-1.957490322869876,0.9096022698267529,-93.56339951738568
2020-06-01,66.64,52.5765950379356,0,Low,3.723448339276025,-1.820545824980939,1.1128187952287136,-93.60165861245068
2020-06-02,94.6,56.86410793789867,0,Low,4.069751319251576,-1.4075812814282618,1.681661548161994,-90.64225598894907
2020-06-03,112.67,92.40606869237986,0,Low,2.486089244536325,-1.545449268064154,0.2503940943630562,-51.94749771931782
2020-06-04,96.32,98.79095807919164,0,Low,2.1509113255302985,-1.662949719521034,0.1851102925024085,-45.04464616018249
2020-06-05,111.55,99.63326598565249,0,Low,2.069208427982914,-1.3538587104016813,0.2497558364736276,-44.49437190926485
2020-06-06,86.96,98.59657739166026,0,Low,2.2515490899726758,-1.3399803959210537,0.2193327164767721,-45.69685635973058
2020-06-07,65.89,98.57078652460515,0,Low,2.2655316229307245,-1.4721905977081713,0.2931451424055964,-45.67823198388546
2020-06-08,112.55,95.98285600238373,0,Low,2.36336499808496,-1.1726357123448852,0.6193400025041836,-48.989745626722986
2020-06-09,112.47,100.7773127506928,0,Low,2.11758740200012,-1.252172333539635,0.2276022785310574,-43.47823693716119
2020-06-10,107.74,100.32192274153104,0,Low,2.005483586725164,-1.1338576534842135,0.0884828051848277,-43.800718337757154
2020-06-11,87.03,100.49967981783148,0,Low,1.8001184349955737,-0.9482477987461744,0.1614323817685356,-43.67615554104889
2020-06-12,122.44,100.8769666287571,0,Low,1.3683166503304014,-0.5104716331710495,0.1900679459847966,-43.33347867524945
2020-06-13,105.44,100.80544961341164,0,Low,1.0607931184525412,-0.1600689294818277,0.1779474912059094,-43.43575440762737
2020-06-14,67.21,100.1631539845352,0,Low,0.3095842093094932,-0.4029125205162346,-0.0383895692852866,-42.8676604758352
2020-06-15,69.52,98.15298659155178,0,Low,0.3730830219409833,-0.1464034807332773,0.0750650893463022,-45.31129037986466
2020-06-16,99.23,98.9102609659396,0,Low,0.1516132543074335,-0.2662960168506458,-0.5671477453108953,-43.570440867068655
2020-06-17,77.95,99.2778651011603,0,Low,0.0951819721709311,-0.4773099838791403,-0.681247232643098,-42.821291995350826
2020-06-18,119.85,100.37089897184778,0,Low,-0.0685949995705911,-0.5093431696544228,-0.5715213476051755,-41.64217385218451
2020-06-19,105.9,100.20275493358926,0,Low,-0.0849049726638124,-0.667891538048788,-0.5962331447640631,-41.610747751796495
2020-06-20,66.79,99.790355472949,0,Low,-0.0403397918391943,-1.0995167809795876,-0.438097163160326,-41.79422313193433
2020-06-21,113.05,97.9640387986494,0,Low,0.0595137810769804,-1.507790165180242,-0.2750986499811267,-43.47511850812863
2020-06-22,115.07,100.3985125914845,0,Low,-0.37454461616791,-1.1957068444270813,-0.053616770427854,-41.140151518355104
2020-06-23,81.26,100.15427976672794,0,Low,-0.0815042011964034,-0.6837499315552523,-0.0659611386337369,-42.1770373027491
2020-06-24,129.16,100.12248168238226,0,Low,-0.2899301230810387,-1.1056173724416334,-0.0990239493832719,-41.54547921357425
2020-06-25,69.15,100.11900164067998,0,Low,0.1460321765249701,-1.08816813172494,-0.1884599900429902,-41.91293475493947
2020-06-26,110.65,99.90102979801254,0,Low,0.0565835561503845,-0.9716153674935684,-0.2523984512590675,-42.0940722802476
2020-06-27,95.17,100.09180922922532,0,Low,0.0051192909382618,-0.8508313596895194,-0.2879477836651363,-41.93706325922067
2020-06-28,82.39,100.0804594362171,0,Low,-0.0783606530559646,-1.4476539929667749,-0.1379825484527706,-41.41807571016983
2020-06-29,92.26,99.8655677957915,0,Low,-0.0395832441678091,-1.9325318346977816,-0.1000415689253227,-41.22480789728002
2020-06-30,87.19,99.89058225304927,0,Low,-0.0881154036387796,-2.026963432108289,-0.0240327761287329,-41.132838475937376
2020-07-01,57.45,99.69666803266075,0,Low,-0.5442728637307608,-1.9650354376645616,-0.1246689596267852,-40.83188704717959
2020-07-02,40.31,74.1209175043634,0,Low,-0.6199444851151492,-1.5884017513348043,-0.0177890745329472,-66.81547952551615
2020-07-03,66.57,53.18489271088288,0,Low,-0.3551026945850276,-1.5162936444570754,0.455416715445851,-88.56166000638338
2020-07-04,60.56,52.99436214054256,0,Low,0.1533053654819852,-1.517468066819389,0.6573996945702774,-89.46140719355279
2020-07-05,53.26,49.33576464231293,0,Low,-0.066094903647611,-1.8411658088282663,0.5332124775546567,-92.45271946362836
2020-07-06,43.1,47.68306286927479,0,Low,-0.6484387173596684,-1.9694370123003808,0.2031524896306571,-93.06474623155832
2020-07-07,60.02,47.3163815666092,0,Low,-0.7250174049187551,-1.82947966883134,0.1432602905892764,-93.4349139910925
2020-07-08,26.04,48.29170826746879,0,Low,0.314321785830257,-1.742304090722003,-0.3398585906367709,-93.1029831778652
2020-07-09,47.52,45.9899146870271,0,Low,0.1671272357669904,-1.9332100185943089,-1.1207736837237263,-94.28576118728432
2020-07-10,27.53,46.10579938723371,0,Low,0.2938019583898244,-1.773902721800492,-1.1672007028742628,-94.40943148734384
2020-07-11,50.76,44.36405410475965,0,Low,-0.932386734456896,-1.6370904205518038,-1.093098152124663,-95.13590292896949
2020-07-12,25.86,44.28985547240272,0,Low,-0.8679883469308532,-1.6136713861319212,-1.0933180340020152,-95.297699101395
2020-07-13,25.62,44.898354545660496,0,Low,-0.7463359706872256,-1.722229091492322,-0.7358403312143397,-95.05977240180808
2020-07-14,51.51,46.2779441007683,0,Low,-0.5585581148097563,-1.5190437511841803,0.0525311377212311,-94.85951751182144
2020-07-15,57.38,46.51324380602988,0,Low,-0.4531868895026526,-1.1237805999326262,0.040311824141508,-95.11263286953876
2020-07-16,43.76,45.39272344510712,0,Low,-0.8021302914572206,-1.1471077448596632,-0.3368509595332281,-95.48371989990524
2020-07-17,57.16,45.66989694992282,0,Low,-0.7422117588101627,-1.5604907551481937,-0.2611378795715732,-94.92879499740974
2020-07-18,50.14,45.31634412918268,0,Low,-0.7433835836720056,-1.7694421467064527,-0.3948516903484907,-94.93851079095282
2020-07-19,65.7,44.77206881285081,0,Low,-0.6328138437032331,-1.300057754321519,-0.6816524787863119,-95.77593945120064
2020-07-20,26.05,45.57534440880452,0,Low,-0.6297073987578363,-1.329994050362328,-0.869865323139126,-94.75762115979865
2020-07-21,23.6,44.31352277582408,0,Low,-0.8598653009104494,-1.6118935335719655,-0.8635243053139862,-95.513726425242
2020-07-22,39.65,44.12270079900605,0,Low,-0.8122512508069903,-1.4126871774253218,-0.9036122638592654,-95.91128084976484
2020-07-23,47.94,44.03035516419797,0,Low,-0.8599076921125939,-1.1961546298302372,-0.9683270633563325,-96.10778779136533
2020-07-24,24.16,43.769881472248535,0,Low,-0.8204836308357958,-0.9963750075558344,-1.078280641469448,-96.49751158875289
2020-07-25,22.42,43.783821937870265,0,Low,-0.87710233599088,-0.6341755842248383,-1.0758064614786311,-96.79162602129786
2020-07-26,26.9,43.814643873919856,0,Low,-1.0478654260427565,-0.5763827820457745,-1.207236897067611,-96.51640336178644
2020-07-27,24.28,43.904004537753934,0,Low,-0.928080312686664,-0.5080930448524382,-1.2011541251627575,-96.62120032040669
2020-07-28,44.82,44.01067230320196,0,Low,-0.9092827308603884,-0.3523012285557119,-0.8727321013589141,-97.01754397688552
2020-07-29,32.84,44.40338132208753,0,Low,-0.8253797809333752,-0.59100887436825,-0.2210959896224923,-97.1216663738508
2020-07-30,37.92,44.10647291937275,0,Low,-1.0159220604458123,-0.8716880416111153,-0.1623878455154973,-97.00606147391731
2020-07-31,48.7,44.46617782261436,0,Low,-0.6557720198636585,-0.5547225245457191,-0.1035899558956686,-97.38227001794304
2020-08-01,25.32,44.310254887652526,0,Low,-0.7742853464704763,-0.2024173268658924,-0.0893626229262594,-97.7862121569473
2020-08-02,39.44,43.99788134804405,0,Low,-0.8195210433601676,0.0475860860077951,-0.1737567723626309,-98.2189592631034
2020-08-03,43.38,44.12404391777377,0,Low,-0.91662739648123,0.0912359352255987,-0.1405007616677673,-98.07259620016526
2020-08-04,57.23,44.20098560732392,0,Low,-0.9819721042652076,-0.0582432868371508,-0.1254781925855652,-97.7958531498506
2020-08-05,30.92,44.17618201817113,0,Low,-1.3757200637402582,0.0046384230462873,-0.0998164960173369,-97.51545218598
2020-08-06,60.73,44.41910935268813,0,Low,-0.8242557690704331,0.0863053141699848,-0.2404290116158124,-97.76504352165809
2020-08-07,36.59,44.44695909837591,0,Low,-0.8095598729506106,-0.9422411245092044,0.0767348243840986,-97.04050706941086
2020-08-08,60.6,44.537981649669085,0,Low,-0.7586442694506548,-1.6354200495116098,0.1184768692152405,-96.34896324144636
2020-08-09,54.67,44.15407119093248,0,Low,-0.9138595080641606,-1.5935228197583708,-0.0241391043728321,-96.4769397177346
2020-08-10,37.66,43.89350660013226,0,Low,-1.160380992653716,-1.217566288242166,0.1859003253588685,-97.0769787851932
2020-08-11,55.12,44.11041033006183,0,Low,-0.8389824646839384,-1.0818905190475203,0.0035300337558371,-97.13477906082502
2020-08-12,41.1,44.1923941674795,0,Low,-0.8134816671777012,-0.843444628149756,0.0505224413376472,-97.36373431939316
