event_id,event_start,event_end,duration_days,peak_date,peak_pm25,mean_pm25,biomass_burning_shap,meteorology_shap,wind_ventilation_shap,pm25_persistence_shap,dominant_attribution_group,mean_fire_hotspots,mean_wind_speed_kmh
EVT_045,2022-01-03,2022-01-03,1,2022-01-03,390.95,390.95,-0.4786973947818664,1.7586844401568815,1.9473457964814,145.6284300287818,pm25_persistence,17.0,9.1
EVT_046,2022-01-07,2022-01-07,1,2022-01-07,350.38,350.38,-1.5912077730054486,1.8556851024158825,2.081950856995883,143.97688354139882,pm25_persistence,28.0,20.4
EVT_047,2022-01-11,2022-01-11,1,2022-01-11,357.67,357.67,-0.4786458890785147,2.65799520467673,1.2669550928291595,146.1063295045382,pm25_persistence,15.0,11.8
EVT_048,2022-01-13,2022-01-13,1,2022-01-13,351.68,351.68,-0.2611458551271893,4.022576432711165,0.313253617610185,142.875845170093,pm25_persistence,20.0,10.1
EVT_049,2022-01-15,2022-01-16,2,2022-01-16,381.91,361.95000000000005,-0.014281519383619299,4.529373145781051,1.7434110478986073,142.2571750654811,pm25_persistence,17.5,10.5
EVT_050,2022-01-18,2022-01-18,1,2022-01-18,321.04,321.04,-0.031099467608068,3.665598384639739,1.6332467411452527,139.32991784778872,pm25_persistence,28.0,6.7
EVT_051,2022-01-21,2022-01-21,1,2022-01-21,327.57,327.57,-0.08325447130922,4.372604701082393,1.1710443721454815,141.9278109919882,pm25_persistence,20.0,7.6
EVT_052,2022-01-23,2022-01-26,4,2022-01-23,358.61,338.7475,-0.2047010312196878,5.151575381945252,1.4413044835006164,145.16821091718995,pm25_persistence,23.0,17.525
EVT_053,2022-01-30,2022-01-31,2,2022-01-31,360.99,340.385,-0.1011184739613747,4.6931300286932505,-0.233675448711337,145.85427273243133,pm25_persistence,26.5,16.6
EVT_054,2022-11-02,2022-11-02,1,2022-11-02,355.74,355.74,21.01404906875051,1.3186409065924547,4.693934315444107,91.55967164397693,pm25_persistence,585.0,10.3
EVT_055,2022-11-08,2022-11-10,3,2022-11-08,371.31,355.4066666666667,5.575655576632395,-0.05483092973532483,2.7331141946676087,137.87811312158166,pm25_persistence,147.0,15.9
EVT_056,2022-11-18,2022-11-19,2,2022-11-18,351.34,345.25,5.9180455757315045,1.7836732841286023,-1.866642373167922,140.998300028711,pm25_persistence,438.5,17.2
EVT_057,2022-11-23,2022-11-23,1,2022-11-23,312.01,312.01,4.719725124165733,1.5140410515108162,-0.5916345103832513,141.8518085872357,pm25_persistence,289.0,14.8
EVT_058,2022-11-30,2022-11-30,1,2022-11-30,317.81,317.81,3.9835373479419873,-2.202498553390289,-1.1503829107538102,133.86972200148264,pm25_persistence,6.0,9.2
EVT_059,2022-12-04,2022-12-04,1,2022-12-04,309.45,309.45,3.857257769193483,-2.398676446475531,0.7105671195992682,134.05255406847516,pm25_persistence,16.0,7.6
EVT_060,2022-12-07,2022-12-07,1,2022-12-07,347.44,347.44,3.8145854539456057,-1.0953425031823607,1.829712902519656,135.76974196644602,pm25_persistence,32.0,17.6
EVT_061,2022-12-12,2022-12-12,1,2022-12-12,361.03,361.03,6.025308206692063,1.584846084380971,1.3767621316478162,130.00016774014497,pm25_persistence,7.0,12.1
EVT_062,2022-12-14,2022-12-14,1,2022-12-14,369.12,369.12,0.2945537965774111,-2.4155060752599407,1.7741888989759615,139.98611046101067,pm25_persistence,26.0,20.4
EVT_063,2022-12-22,2022-12-22,1,2022-12-22,389.87,389.87,1.769059331537686,0.8317757111380266,4.434796491094124,111.76190006991288,pm25_persistence,25.0,10.0
EVT_064,2022-12-25,2022-12-26,2,2022-12-25,346.84,332.21,-0.5899841162232731,0.670585709353317,1.9715065741744753,143.56079876746116,pm25_persistence,26.0,14.35
EVT_065,2022-12-30,2022-12-30,1,2022-12-30,383.61,383.61,-0.3898808680785676,3.228361269604246,1.2340885478271832,146.99397740836437,pm25_persistence,18.0,12.2
EVT_066,2023-01-02,2023-01-03,2,2023-01-02,381.49,351.17,-0.41574902338872743,2.6170717617086647,1.821839100807479,143.80139135334306,pm25_persistence,25.5,8.95
EVT_067,2023-01-05,2023-01-05,1,2023-01-05,312.09,312.09,-0.4596518583571289,2.8876716741247423,1.0604132476557395,142.55671815149412,pm25_persistence,25.0,11.2
EVT_068,2023-01-07,2023-01-08,2,2023-01-07,377.39,346.78499999999997,-0.45661649391224923,4.909778553418704,1.7138055773703842,144.33084080062432,pm25_persistence,18.5,12.05
EVT_069,2023-01-10,2023-01-11,2,2023-01-11,354.84,339.385,-0.42333825263687896,4.988374077295978,1.7107735665412664,145.62642291248568,pm25_persistence,23.0,11.05
EVT_070,2023-01-14,2023-01-15,2,2023-01-14,359.52,347.54499999999996,-0.7428347355364755,4.792222129107413,1.8848642844077093,144.84826722796237,pm25_persistence,23.5,16.85
EVT_071,2023-01-17,2023-01-18,2,2023-01-18,329.09,320.515,-0.35998081282455846,3.956840241941725,0.7471547167939085,144.12233592863967,pm25_persistence,18.5,13.850000000000001
EVT_072,2023-01-20,2023-01-20,1,2023-01-20,311.05,311.05,-0.2985115314105208,4.74565073273981,0.7072112397119057,143.1189824769239,pm25_persistence,25.0,15.5
EVT_073,2023-01-23,2023-01-23,1,2023-01-23,371.63,371.63,-0.1936260746555372,2.722828990041512,2.03065569352892,140.61235667832133,pm25_persistence,26.0,10.6
EVT_074,2023-01-25,2023-01-25,1,2023-01-25,312.9,312.9,-0.2065915795552616,2.844858914514273,1.1967262520531372,139.03392498688106,pm25_persistence,30.0,23.2
EVT_075,2023-01-29,2023-01-29,1,2023-01-29,334.08,334.08,-0.3286366544322237,3.0444170512386246,0.0568552932070336,140.57514893838285,pm25_persistence,10.0,15.3
EVT_076,2023-01-31,2023-01-31,1,2023-01-31,339.59,339.59,-0.897906114550626,3.5993317100933537,-2.0110361400598764,139.50119413721313,pm25_persistence,11.0,22.3
EVT_077,2023-11-02,2023-11-02,1,2023-11-02,393.07,393.07,8.867390559469511,3.997806678402711,1.0742370968635793,132.75404781159207,pm25_persistence,280.0,10.8
EVT_078,2023-11-05,2023-11-07,3,2023-11-05,373.56,362.4866666666667,5.999443883793883,1.9173377289322824,1.6952203742681593,139.960241440009,pm25_persistence,376.6666666666667,12.9
EVT_079,2023-11-11,2023-11-16,6,2023-11-11,359.41,336.65333333333336,5.143370999943219,1.999397985261125,2.3592844657156324,143.31154666596626,pm25_persistence,363.3333333333333,12.049999999999999
EVT_080,2023-11-18,2023-11-18,1,2023-11-18,373.14,373.14,5.380641702546677,1.6894240901842743,1.6367568825203558,141.9998986565382,pm25_persistence,454.0,9.9
EVT_081,2023-11-22,2023-11-23,2,2023-11-22,354.5,344.345,6.043854055060566,1.4186836792385613,2.6058310215448035,142.85863373508516,pm25_persistence,443.5,15.05
EVT_082,2023-11-26,2023-11-26,1,2023-11-26,342.92,342.92,6.265304552093622,1.362802718777934,1.7865368955543717,139.69110889307578,pm25_persistence,1217.0,10.0
EVT_083,2023-11-30,2023-12-01,2,2023-12-01,391.44,390.515,4.662566069135769,1.2593273026338179,3.077441667087733,141.5887895192278,pm25_persistence,11.5,11.0
EVT_084,2023-12-06,2023-12-06,1,2023-12-06,370.3,370.3,3.9231953377282927,2.6779844165517783,1.890971969755186,140.53813160705084,pm25_persistence,26.0,12.4
EVT_085,2023-12-11,2023-12-13,3,2023-12-13,356.27,338.91,2.3761615778031633,1.651120222221353,1.8056731132354897,140.7258647232607,pm25_persistence,23.333333333333332,13.166666666666666
EVT_086,2023-12-17,2023-12-17,1,2023-12-17,348.44,348.44,0.401871750101789,1.6797325340747875,1.8066640930208884,143.70934065561582,pm25_persistence,22.0,12.1
EVT_087,2023-12-19,2023-12-20,2,2023-12-20,342.95,333.49,0.26481621056183113,1.7391701692024086,1.9126415438371192,143.05977894228755,pm25_persistence,16.0,18.6
EVT_088,2023-12-22,2023-12-23,2,2023-12-22,319.08,317.505,0.2921513683713108,1.3635115810863174,1.434754125178158,141.31337888385215,pm25_persistence,18.5,11.5
EVT_089,2023-12-25,2023-12-25,1,2023-12-25,308.8,308.8,0.1429345114075729,1.783073649603361,1.859132351582456,140.85661460891797,pm25_persistence,14.0,9.2
EVT_090,2023-12-30,2023-12-30,1,2023-12-30,337.92,337.92,-0.2046134570512783,1.4318577043451122,1.6458197898729057,141.13110289039406,pm25_persistence,24.0,6.4
EVT_091,2024-01-02,2024-01-02,1,2024-01-02,307.74,307.74,-0.5907315641168699,2.5212020167364617,1.2669917354980167,140.37298345361882,pm25_persistence,15.0,8.2
EVT_092,2024-01-04,2024-01-04,1,2024-01-04,360.27,360.27,-0.2303974531906018,4.247239834606255,0.9702544917898908,141.81144322581332,pm25_persistence,22.0,10.4
EVT_093,2024-01-08,2024-01-08,1,2024-01-08,330.14,330.14,-0.2607324164098293,4.054969796773927,1.255264480246916,141.73155109743735,pm25_persistence,34.0,7.1
EVT_094,2024-01-10,2024-01-10,1,2024-01-10,382.03,382.03,-0.0198035516097686,4.105509400189805,2.1230332251203468,141.1125272691389,pm25_persistence,36.0,13.9
EVT_095,2024-01-14,2024-01-15,2,2024-01-14,370.8,343.65999999999997,-0.4708340497926414,4.014180820174302,2.255264805838954,142.98744670462804,pm25_persistence,15.5,10.1
EVT_096,2024-01-22,2024-01-23,2,2024-01-22,367.43,342.11,-1.0007772716939443,3.3698449779902644,2.294456941736797,142.99827684414393,pm25_persistence,13.5,12.35
EVT_097,2024-01-28,2024-01-28,1,2024-01-28,323.21,323.21,-1.2186380938662509,3.068245196315197,2.8633280481290395,143.92784590551213,pm25_persistence,14.0,16.8
EVT_098,2024-11-01,2024-11-01,1,2024-11-01,324.51,324.51,12.113518651873768,0.6974443211107999,2.7552131145168035,40.40269788167261,pm25_persistence,401.0,18.0
EVT_099,2024-11-03,2024-11-03,1,2024-11-03,340.63,340.63,9.921926686776915,-1.2366982503589496,2.8438055342299235,109.974786415232,pm25_persistence,664.0,10.7
EVT_100,2024-11-06,2024-11-06,1,2024-11-06,388.9,388.9,6.943827461836817,-0.8853494868891781,1.974638953243776,110.59181554732966,pm25_persistence,227.0,10.5
EVT_101,2024-11-09,2024-11-09,1,2024-11-09,345.33,345.33,4.839257777389972,-4.384890830390366,1.7066014685163744,134.72187556423157,pm25_persistence,232.0,8.1
EVT_102,2024-11-11,2024-11-14,4,2024-11-14,368.72,327.8325,4.980635380722085,-5.258553839235074,2.120751545293204,136.09200891465142,pm25_persistence,431.25,10.775
EVT_103,2024-11-16,2024-11-17,2,2024-11-16,391.94,378.32,4.786373132501212,-4.819722929542317,2.6020067640431597,134.49132805165215,pm25_persistence,183.0,11.55
EVT_104,2024-11-19,2024-11-19,1,2024-11-19,321.58,321.58,5.023050545687665,2.310507984053743,2.5842263415777262,136.0971980073847,pm25_persistence,332.0,7.8
EVT_105,2024-11-22,2024-11-22,1,2024-11-22,374.9,374.9,6.4434061659146735,1.983339595165445,3.519167931211954,128.32069211868267,pm25_persistence,248.0,7.7
EVT_106,2024-12-10,2024-12-11,2,2024-12-10,335.86,326.605,1.0077613579152138,0.9479932179245972,2.6466274180602722,139.75458617210327,pm25_persistence,19.0,10.85
EVT_107,2024-12-13,2024-12-16,4,2024-12-16,342.05,325.855,-0.4118567749155615,-0.16942356342844683,3.032737914660083,142.68074490722813,pm25_persistence,17.0,11.05
EVT_108,2024-12-18,2024-12-18,1,2024-12-18,333.15,333.15,-1.2915369421803509,-1.4741134576192616,2.001986141381587,137.74858924709537,pm25_persistence,23.0,4.4
EVT_109,2024-12-20,2024-12-20,1,2024-12-20,366.69,366.69,-1.801898090893126,-3.3771250194998923,1.7190823143588896,139.55599303429756,pm25_persistence,23.0,8.3
EVT_110,2024-12-30,2024-12-31,2,2024-12-30,368.27,358.54999999999995,-2.226800728027446,0.6417051159657723,2.5418095073937463,142.36485461222813,pm25_persistence,21.5,10.3
